"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,7e-05,4,0
"2",0.05,0,7e-05,3,0.001
"3",0.1,0,7e-05,4,0.005
"4",0.15,0,8e-05,4,0.009
"5",0.2,0,7e-05,4,0.013
"6",0.25,0,8e-05,4,0.018
"7",0.3,0,0.00014,6,0.022
"8",0.35,0,0.00022,9,0.026
"9",0.4,0,0.00029,11,0.03
"10",0.45,1,0.00036,13,0.034
"11",0.5,1,0.00043,15,0.038
"12",0.55,1,5e-04,18,0.043
"13",0.6,1,0.00057,20,0.047
"14",0.65,1,0.00063,22,0.051
"15",0.7,1,7e-04,25,0.055
"16",0.75,1,0.00077,27,0.059
"17",0.8,1,0.00084,29,0.063
"18",0.85,1,0.00091,31,0.068
"19",0.9,1,0.00098,34,0.072
"20",0.95,1,0.00105,36,0.076
"21",1,1,0.00112,38,0.08
"22",1.05,2,0.00119,40,0.084
"23",1.1,2,0.00126,42,0.088
"24",1.15,2,0.00132,44,0.093
"25",1.2,2,0.00139,47,0.097
"26",1.25,2,0.00146,49,0.101
"27",1.3,2,0.00153,51,0.105
"28",1.35,2,0.00159,53,0.109
"29",1.4,2,0.00166,55,0.113
"30",1.45,2,0.00173,58,0.118
"31",1.5,2,0.0018,60,0.122
"32",1.55,2,0.00187,62,0.126
"33",1.6,2,0.00194,64,0.13
"34",1.65,3,0.00201,66,0.134
"35",1.7,3,0.00207,68,0.138
"36",1.75,3,0.00214,70,0.143
"37",1.8,3,0.00221,73,0.147
"38",1.85,3,0.00228,75,0.151
"39",1.9,3,0.00235,77,0.155
"40",1.95,3,0.00241,79,0.159
"41",2,3,0.00248,81,0.163
"42",2.05,3,0.00255,83,0.168
"43",2.1,3,0.00262,85,0.172
"44",2.15,3,0.00268,87,0.176
"45",2.2,3,0.00275,90,0.18
"46",2.25,4,0.00281,92,0.184
"47",2.3,4,0.00288,94,0.188
"48",2.35,4,0.00294,96,0.193
"49",2.4,4,0.00301,98,0.197
"50",2.45,4,0.00307,100,0.201
"51",2.5,4,0.00314,102,0.205
"52",2.55,4,0.00321,104,0.209
"53",2.6,4,0.00327,107,0.213
"54",2.65,4,0.00334,109,0.218
"55",2.7,4,0.0034,111,0.222
"56",2.75,4,0.00347,113,0.226
"57",2.8,4,0.00354,115,0.23
"58",2.85,5,0.0036,117,0.234
"59",2.9,5,0.00367,119,0.238
"60",2.95,5,0.00373,121,0.243
"61",3,5,0.00379,123,0.247
"62",3.05,5,0.00386,125,0.251
"63",3.1,5,0.00393,127,0.255
"64",3.15,5,0.00399,129,0.259
"65",3.2,5,0.00405,132,0.263
"66",3.25,5,0.00412,134,0.268
"67",3.3,5,0.00418,136,0.272
"68",3.35,5,0.00425,138,0.276
"69",3.4,5,0.00431,139,0.28
"70",3.45,5,0.00437,142,0.284
"71",3.5,6,0.00444,144,0.288
"72",3.55,6,0.00451,146,0.293
"73",3.6,6,0.00457,148,0.297
"74",3.65,6,0.00463,150,0.301
"75",3.7,6,0.0047,152,0.305
"76",3.75,6,0.00476,154,0.309
"77",3.8,6,0.00483,156,0.313
"78",3.85,6,0.00489,158,0.318
"79",3.9,6,0.00496,160,0.322
"80",3.95,6,0.00503,162,0.326
"81",4,6,0.00509,164,0.33
"82",4.05,6,0.00515,166,0.334
"83",4.1,7,0.00522,168,0.338
"84",4.15,7,0.00528,170,0.343
"85",4.2,7,0.00535,172,0.347
"86",4.25,7,0.00541,174,0.351
"87",4.3,7,0.00548,176,0.355
"88",4.35,7,0.00554,178,0.359
"89",4.4,7,0.00561,180,0.363
"90",4.45,7,0.00567,182,0.368
"91",4.5,7,0.00573,184,0.372
"92",4.55,7,0.00579,186,0.376
"93",4.6,7,0.00586,188,0.38
"94",4.65,7,0.00592,190,0.384
"95",4.7,7,0.00599,192,0.388
"96",4.75,8,0.00605,194,0.393
"97",4.8,8,0.00612,196,0.397
"98",4.85,8,0.00618,198,0.401
"99",4.9,8,0.00625,200,0.405
"100",4.95,8,0.00631,202,0.409
"101",5,8,0.00637,204,0.413
"102",5.05,8,0.00644,205,0.418
"103",5.1,8,0.0065,208,0.422
"104",5.15,8,0.00657,209,0.426
"105",5.2,8,0.00663,211,0.43
"106",5.25,8,0.0067,213,0.434
"107",5.3,8,0.00676,215,0.438
"108",5.35,8,0.00682,217,0.443
"109",5.4,9,0.00689,219,0.447
"110",5.45,9,0.00695,221,0.451
"111",5.5,9,0.00701,223,0.455
"112",5.55,9,0.00708,225,0.459
"113",5.6,9,0.00714,227,0.463
"114",5.65,9,0.00721,229,0.468
"115",5.7,9,0.00727,231,0.472
"116",5.75,9,0.00734,233,0.476
"117",5.8,9,0.0074,235,0.48
"118",5.85,9,0.00747,237,0.484
"119",5.9,9,0.00753,239,0.488
"120",5.95,9,0.0076,241,0.493
"121",6,9,0.00766,243,0.497
"122",6.05,9,0.00772,244,0.501
"123",6.1,10,0.00779,246,0.505
"124",6.15,10,0.00785,248,0.509
"125",6.2,10,0.00792,250,0.513
"126",6.25,10,0.00798,252,0.518
"127",6.3,10,0.00805,254,0.522
"128",6.35,10,0.00811,256,0.526
"129",6.4,10,0.00817,258,0.53
"130",6.45,10,0.00823,260,0.534
"131",6.5,10,0.0083,262,0.538
"132",6.55,10,0.00836,264,0.543
"133",6.6,10,0.00843,266,0.547
"134",6.65,10,0.0085,267,0.551
"135",6.7,10,0.00856,269,0.555
"136",6.75,11,0.00862,271,0.559
"137",6.8,11,0.00869,272,0.563
"138",6.85,11,0.00875,274,0.568
"139",6.9,11,0.00881,277,0.572
"140",6.95,11,0.00888,279,0.576
"141",7,11,0.00894,280,0.58
"142",7.05,11,0.00901,282,0.584
"143",7.1,11,0.00907,284,0.588
"144",7.15,11,0.00913,285,0.593
"145",7.2,11,0.0092,287,0.597
"146",7.25,11,0.00927,289,0.601
"147",7.3,11,0.00933,291,0.605
"148",7.35,11,0.00939,293,0.609
"149",7.4,11,0.00945,295,0.613
"150",7.45,11,0.00952,296,0.618
"151",7.5,12,0.00958,298,0.622
"152",7.55,12,0.00965,299,0.626
"153",7.6,12,0.00971,301,0.63
"154",7.65,12,0.00978,303,0.634
"155",7.7,12,0.00984,305,0.638
"156",7.75,12,0.00991,307,0.643
"157",7.8,12,0.00997,308,0.647
"158",7.85,12,0.01003,310,0.651
"159",7.9,12,0.0101,312,0.655
"160",7.95,12,0.01017,313,0.659
"161",8,12,0.01024,315,0.663
"162",8.05,12,0.0103,317,0.668
"163",8.1,12,0.01037,318,0.672
"164",8.15,12,0.01044,320,0.676
"165",8.2,12,0.01051,322,0.68
"166",8.25,13,0.01057,323,0.684
