"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,5e-05,5,0
"2",0.05,0,5e-05,5,0.002
"3",0.1,0,5e-05,5,0.006
"4",0.15,0,6e-05,6,0.011
"5",0.2,0,0.00011,9,0.015
"6",0.25,0,0.00019,12,0.019
"7",0.3,1,0.00025,15,0.023
"8",0.35,1,0.00031,18,0.027
"9",0.4,1,0.00037,21,0.031
"10",0.45,1,0.00044,24,0.036
"11",0.5,1,5e-04,27,0.04
"12",0.55,1,0.00056,30,0.044
"13",0.6,1,0.00063,33,0.048
"14",0.65,1,7e-04,36,0.052
"15",0.7,2,0.00076,39,0.057
"16",0.75,2,0.00083,42,0.061
"17",0.8,2,0.00089,45,0.065
"18",0.85,2,0.00095,48,0.069
"19",0.9,2,0.00102,51,0.073
"20",0.95,2,0.00108,54,0.077
"21",1,2,0.00114,56,0.081
"22",1.05,2,0.00121,59,0.086
"23",1.1,2,0.00127,62,0.09
"24",1.15,3,0.00134,65,0.094
"25",1.2,3,0.0014,68,0.098
"26",1.25,3,0.00146,71,0.102
"27",1.3,3,0.00153,74,0.107
"28",1.35,3,0.00159,77,0.111
"29",1.4,3,0.00165,79,0.115
"30",1.45,3,0.00172,83,0.119
"31",1.5,3,0.00178,85,0.123
"32",1.55,3,0.00184,88,0.127
"33",1.6,4,0.0019,91,0.131
"34",1.65,4,0.00197,94,0.136
"35",1.7,4,0.00203,97,0.14
"36",1.75,4,0.00209,99,0.144
"37",1.8,4,0.00216,103,0.148
"38",1.85,4,0.00222,105,0.152
"39",1.9,4,0.00228,108,0.156
"40",1.95,4,0.00234,111,0.161
"41",2,4,0.00241,113,0.165
"42",2.05,4,0.00247,116,0.169
"43",2.1,5,0.00253,119,0.173
"44",2.15,5,0.00259,122,0.177
"45",2.2,5,0.00266,125,0.181
"46",2.25,5,0.00272,128,0.186
"47",2.3,5,0.00278,130,0.19
"48",2.35,5,0.00284,134,0.194
"49",2.4,5,0.00291,136,0.198
"50",2.45,5,0.00297,139,0.202
"51",2.5,5,0.00303,142,0.207
"52",2.55,6,0.00309,144,0.211
"53",2.6,6,0.00315,147,0.215
"54",2.65,6,0.00321,150,0.219
"55",2.7,6,0.00327,152,0.223
"56",2.75,6,0.00333,155,0.227
"57",2.8,6,0.00339,158,0.231
"58",2.85,6,0.00345,160,0.236
"59",2.9,6,0.00352,163,0.24
"60",2.95,6,0.00358,166,0.244
"61",3,7,0.00364,168,0.248
"62",3.05,7,0.0037,172,0.252
"63",3.1,7,0.00376,174,0.257
"64",3.15,7,0.00382,177,0.261
"65",3.2,7,0.00388,180,0.265
"66",3.25,7,0.00394,183,0.269
"67",3.3,7,0.00401,185,0.273
"68",3.35,7,0.00407,188,0.277
"69",3.4,7,0.00413,191,0.281
"70",3.45,7,0.00419,193,0.286
"71",3.5,8,0.00425,196,0.29
"72",3.55,8,0.00431,199,0.294
"73",3.6,8,0.00438,201,0.298
"74",3.65,8,0.00444,204,0.302
"75",3.7,8,0.0045,207,0.307
"76",3.75,8,0.00456,209,0.311
"77",3.8,8,0.00462,212,0.315
"78",3.85,8,0.00468,215,0.319
"79",3.9,8,0.00475,217,0.323
"80",3.95,9,0.0048,220,0.327
"81",4,9,0.00487,223,0.331
"82",4.05,9,0.00493,225,0.336
"83",4.1,9,0.00499,228,0.34
"84",4.15,9,0.00505,231,0.344
"85",4.2,9,0.00511,234,0.348
"86",4.25,9,0.00517,236,0.352
"87",4.3,9,0.00524,240,0.357
"88",4.35,9,0.0053,242,0.361
"89",4.4,9,0.00536,245,0.365
"90",4.45,10,0.00543,248,0.369
"91",4.5,10,0.00549,250,0.373
"92",4.55,10,0.00555,253,0.377
"93",4.6,10,0.00561,256,0.381
"94",4.65,10,0.00568,258,0.386
"95",4.7,10,0.00574,261,0.39
"96",4.75,10,0.0058,264,0.394
"97",4.8,10,0.00586,266,0.398
"98",4.85,10,0.00592,269,0.402
"99",4.9,11,0.00599,272,0.407
"100",4.95,11,0.00605,274,0.411
"101",5,11,0.00611,277,0.415
"102",5.05,11,0.00617,280,0.419
"103",5.1,11,0.00624,283,0.423
"104",5.15,11,0.0063,285,0.427
"105",5.2,11,0.00636,288,0.431
"106",5.25,11,0.00643,291,0.436
"107",5.3,11,0.00649,293,0.44
"108",5.35,11,0.00655,296,0.444
"109",5.4,12,0.00662,299,0.448
"110",5.45,12,0.00668,301,0.452
"111",5.5,12,0.00674,304,0.457
"112",5.55,12,0.0068,307,0.461
"113",5.6,12,0.00686,309,0.465
"114",5.65,12,0.00693,312,0.469
