"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,4e-05,5,0
"2",0.05,0,4e-05,5,0.001
"3",0.1,0,4e-05,5,0.005
"4",0.15,0,4e-05,5,0.009
"5",0.2,0,8e-05,6,0.013
"6",0.25,0,0.00014,9,0.017
"7",0.3,0,0.00021,11,0.022
"8",0.35,1,0.00027,13,0.026
"9",0.4,1,0.00033,16,0.03
"10",0.45,1,0.00039,18,0.034
"11",0.5,1,0.00045,20,0.038
"12",0.55,1,0.00051,23,0.042
"13",0.6,1,0.00057,25,0.047
"14",0.65,1,0.00062,27,0.051
"15",0.7,1,0.00069,30,0.055
"16",0.75,1,0.00075,32,0.059
"17",0.8,1,8e-04,34,0.063
"18",0.85,1,0.00086,36,0.067
"19",0.9,1,0.00092,38,0.072
"20",0.95,2,0.00098,40,0.076
"21",1,2,0.00104,43,0.08
"22",1.05,2,0.0011,45,0.084
"23",1.1,2,0.00116,47,0.088
"24",1.15,2,0.00122,50,0.092
"25",1.2,2,0.00127,52,0.097
"26",1.25,2,0.00133,54,0.101
"27",1.3,2,0.00139,56,0.105
"28",1.35,2,0.00145,58,0.109
"29",1.4,2,0.0015,60,0.113
"30",1.45,2,0.00156,63,0.117
"31",1.5,3,0.00162,65,0.122
"32",1.55,3,0.00168,67,0.126
"33",1.6,3,0.00173,69,0.13
"34",1.65,3,0.00179,71,0.134
"35",1.7,3,0.00184,74,0.138
"36",1.75,3,0.0019,76,0.142
"37",1.8,3,0.00196,78,0.147
"38",1.85,3,0.00202,80,0.151
"39",1.9,3,0.00207,82,0.155
"40",1.95,3,0.00213,85,0.159
"41",2,3,0.00218,87,0.163
"42",2.05,3,0.00223,89,0.167
"43",2.1,4,0.0023,91,0.172
"44",2.15,4,0.00235,93,0.176
"45",2.2,4,0.0024,95,0.18
"46",2.25,4,0.00246,97,0.184
"47",2.3,4,0.00252,99,0.188
"48",2.35,4,0.00257,101,0.192
"49",2.4,4,0.00263,103,0.197
"50",2.45,4,0.00269,106,0.201
"51",2.5,4,0.00274,107,0.205
"52",2.55,4,0.00279,109,0.209
"53",2.6,4,0.00285,112,0.213
"54",2.65,4,0.0029,114,0.217
"55",2.7,4,0.00296,115,0.222
"56",2.75,5,0.00301,117,0.226
"57",2.8,5,0.00306,120,0.23
"58",2.85,5,0.00312,121,0.234
"59",2.9,5,0.00317,124,0.238
"60",2.95,5,0.00323,126,0.242
"61",3,5,0.00328,128,0.247
"62",3.05,5,0.00333,130,0.251
"63",3.1,5,0.00339,132,0.255
"64",3.15,5,0.00344,134,0.259
"65",3.2,5,0.0035,136,0.263
"66",3.25,5,0.00356,138,0.267
"67",3.3,5,0.00361,140,0.272
"68",3.35,6,0.00366,142,0.276
"69",3.4,6,0.00372,144,0.28
"70",3.45,6,0.00378,147,0.284
"71",3.5,6,0.00383,149,0.288
"72",3.55,6,0.00388,150,0.292
"73",3.6,6,0.00394,153,0.297
"74",3.65,6,0.00399,155,0.301
"75",3.7,6,0.00404,157,0.305
"76",3.75,6,0.0041,159,0.309
"77",3.8,6,0.00415,161,0.313
"78",3.85,6,0.0042,163,0.317
"79",3.9,6,0.00426,165,0.322
"80",3.95,6,0.00431,166,0.326
"81",4,7,0.00437,169,0.33
"82",4.05,7,0.00441,170,0.334
"83",4.1,7,0.00447,172,0.338
"84",4.15,7,0.00452,174,0.342
"85",4.2,7,0.00457,177,0.347
"86",4.25,7,0.00462,179,0.351
"87",4.3,7,0.00467,181,0.355
"88",4.35,7,0.00473,183,0.359
"89",4.4,7,0.00478,185,0.363
"90",4.45,7,0.00484,187,0.367
"91",4.5,7,0.00489,189,0.372
"92",4.55,7,0.00494,191,0.376
"93",4.6,7,0.005,193,0.38
"94",4.65,8,0.00505,195,0.384
"95",4.7,8,0.0051,197,0.388
"96",4.75,8,0.00515,199,0.392
"97",4.8,8,0.00521,200,0.397
"98",4.85,8,0.00526,202,0.401
"99",4.9,8,0.00532,204,0.405
"100",4.95,8,0.00537,206,0.409
"101",5,8,0.00542,208,0.413
"102",5.05,8,0.00548,210,0.417
"103",5.1,8,0.00553,212,0.422
"104",5.15,8,0.00559,214,0.426
"105",5.2,8,0.00564,216,0.43
"106",5.25,8,0.00569,218,0.434
"107",5.3,9,0.00574,220,0.438
"108",5.35,9,0.00579,222,0.442
"109",5.4,9,0.00585,224,0.447
"110",5.45,9,0.0059,226,0.451
"111",5.5,9,0.00596,228,0.455
"112",5.55,9,0.00601,230,0.459
"113",5.6,9,0.00606,232,0.463
"114",5.65,9,0.00611,234,0.467
"115",5.7,9,0.00617,236,0.472
"116",5.75,9,0.00622,238,0.476
"117",5.8,9,0.00627,240,0.48
"118",5.85,9,0.00633,242,0.484
"119",5.9,9,0.00638,244,0.488
"120",5.95,10,0.00643,246,0.492
"121",6,10,0.00649,248,0.497
"122",6.05,10,0.00654,249,0.501
"123",6.1,10,0.00659,251,0.505
"124",6.15,10,0.00664,253,0.509
"125",6.2,10,0.0067,255,0.513
"126",6.25,10,0.00675,257,0.517
"127",6.3,10,0.0068,259,0.522
"128",6.35,10,0.00685,260,0.526
"129",6.4,10,0.0069,262,0.53
"130",6.45,10,0.00695,264,0.534
"131",6.5,10,0.00701,266,0.538
"132",6.55,10,0.00706,268,0.542
"133",6.6,10,0.00711,270,0.547
"134",6.65,11,0.00716,272,0.551
"135",6.7,11,0.00722,274,0.555
"136",6.75,11,0.00727,276,0.559
"137",6.8,11,0.00732,278,0.563
"138",6.85,11,0.00737,279,0.567
"139",6.9,11,0.00742,281,0.572
"140",6.95,11,0.00747,283,0.576
"141",7,11,0.00753,285,0.58
"142",7.05,11,0.00758,287,0.584
"143",7.1,11,0.00763,289,0.588
"144",7.15,11,0.00768,291,0.592
"145",7.2,11,0.00774,293,0.597
"146",7.25,11,0.00779,294,0.601
"147",7.3,11,0.00784,296,0.605
"148",7.35,12,0.00789,298,0.609
"149",7.4,12,0.00794,300,0.613
"150",7.45,12,0.00799,301,0.617
"151",7.5,12,0.00805,303,0.622
"152",7.55,12,0.00809,305,0.626
"153",7.6,12,0.00815,307,0.63
"154",7.65,12,0.0082,309,0.634
"155",7.7,12,0.00825,311,0.638
"156",7.75,12,0.0083,313,0.642
"157",7.8,12,0.00836,315,0.647
"158",7.85,12,0.00841,316,0.651
"159",7.9,12,0.00846,318,0.655
"160",7.95,12,0.00851,319,0.659
"161",8,12,0.00856,321,0.663
"162",8.05,13,0.00862,323,0.667
"163",8.1,13,0.00867,325,0.672
"164",8.15,13,0.00872,328,0.676
"165",8.2,13,0.00877,329,0.68
"166",8.25,13,0.00883,331,0.684
"167",8.3,13,0.00888,333,0.688
"168",8.35,13,0.00893,334,0.692
"169",8.4,13,0.00898,336,0.697
"170",8.45,13,0.00903,338,0.701
"171",8.5,13,0.00908,340,0.705
"172",8.55,13,0.00913,342,0.709
"173",8.6,13,0.00918,344,0.713
"174",8.65,13,0.00924,345,0.717
"175",8.7,13,0.00929,347,0.722
"176",8.75,14,0.00934,349,0.726
"177",8.8,14,0.00939,350,0.73
"178",8.85,14,0.00944,352,0.734
"179",8.9,14,0.00949,354,0.738
"180",8.95,14,0.00954,356,0.742
"181",9,14,0.00959,358,0.747
"182",9.05,14,0.00964,359,0.751
"183",9.1,14,0.00969,361,0.755
"184",9.15,14,0.00974,363,0.759
"185",9.2,14,0.0098,364,0.763
"186",9.25,14,0.00985,366,0.767
"187",9.3,14,0.0099,368,0.772
"188",9.35,14,0.00995,370,0.776
"189",9.4,14,0.01,371,0.78
"190",9.45,14,0.01005,373,0.784
"191",9.5,15,0.0101,374,0.788
"192",9.55,15,0.01016,377,0.792
"193",9.6,15,0.0102,379,0.797
"194",9.65,15,0.01025,380,0.801
"195",9.7,15,0.0103,382,0.805
"196",9.75,15,0.01036,383,0.809
"197",9.8,15,0.01041,385,0.813
"198",9.85,15,0.01046,387,0.817
"199",9.9,15,0.01051,389,0.822
"200",9.95,15,0.01056,390,0.826
"201",10,15,0.01061,392,0.83
"202",10.05,15,0.01066,394,0.834
"203",10.1,15,0.01071,395,0.838
"204",10.15,15,0.01076,397,0.842
"205",10.2,15,0.01082,399,0.847
"206",10.25,15,0.01087,400,0.851
"207",10.3,16,0.01092,402,0.855
"208",10.35,16,0.01097,404,0.859
"209",10.4,16,0.01102,405,0.863
"210",10.45,16,0.01107,407,0.867
"211",10.5,16,0.01112,409,0.872
"212",10.55,16,0.01117,410,0.876
"213",10.6,16,0.01122,412,0.88
"214",10.65,16,0.01127,413,0.884
"215",10.7,16,0.01132,415,0.888
"216",10.75,16,0.01137,417,0.892
"217",10.8,16,0.01142,419,0.897
"218",10.85,16,0.01147,420,0.901
"219",10.9,16,0.01152,422,0.905
"220",10.95,16,0.01157,423,0.909
"221",11,16,0.01163,425,0.913
"222",11.05,17,0.01167,427,0.917
"223",11.1,17,0.01173,428,0.922
"224",11.15,17,0.01178,430,0.926
"225",11.2,17,0.01183,432,0.93
"226",11.25,17,0.01188,433,0.934
"227",11.3,17,0.01193,435,0.938
"228",11.35,17,0.01198,436,0.942
"229",11.4,17,0.01203,438,0.947
"230",11.45,17,0.01208,440,0.951
"231",11.5,17,0.01213,441,0.955
"232",11.55,17,0.01218,443,0.959
"233",11.6,17,0.01223,444,0.963
"234",11.65,17,0.01228,446,0.967
"235",11.7,17,0.01233,448,0.972
"236",11.75,17,0.01237,449,0.976
"237",11.8,17,0.01243,450,0.98
"238",11.85,18,0.01247,452,0.984
"239",11.9,18,0.01252,454,0.988
"240",11.95,18,0.01258,455,0.992
"241",12,18,0.01262,456,0.997
"242",12.05,18,0.01267,458,1.001
"243",12.1,18,0.01272,460,1.005
"244",12.15,18,0.01277,461,1.009
"245",12.2,18,0.01283,463,1.013
"246",12.25,18,0.01287,464,1.017
"247",12.3,18,0.01292,466,1.022
"248",12.35,18,0.01297,467,1.026
"249",12.4,18,0.01302,469,1.03
"250",12.45,18,0.01307,470,1.034
"251",12.5,18,0.01312,472,1.038
"252",12.55,18,0.01316,473,1.042
