"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,8e-05,3,0
"2",0.05,0,8e-05,3,0
"3",0.1,0,8e-05,3,0.004
"4",0.15,0,8e-05,3,0.008
"5",0.2,0,1e-04,4,0.012
"6",0.25,0,0.00016,7,0.017
"7",0.3,0,0.00021,9,0.021
"8",0.35,0,0.00027,11,0.025
"9",0.4,1,0.00032,13,0.029
"10",0.45,1,0.00038,15,0.033
"11",0.5,1,0.00043,17,0.038
"12",0.55,1,0.00049,20,0.042
"13",0.6,1,0.00054,22,0.046
"14",0.65,1,6e-04,24,0.05
"15",0.7,1,0.00066,26,0.054
"16",0.75,1,0.00071,28,0.058
"17",0.8,1,0.00077,30,0.063
"18",0.85,1,0.00082,32,0.067
"19",0.9,1,0.00088,35,0.071
"20",0.95,1,0.00093,37,0.075
"21",1,2,0.00099,39,0.079
"22",1.05,2,0.00104,41,0.083
"23",1.1,2,0.0011,43,0.087
"24",1.15,2,0.00115,45,0.092
"25",1.2,2,0.0012,47,0.096
"26",1.25,2,0.00126,49,0.1
"27",1.3,2,0.00132,51,0.104
"28",1.35,2,0.00137,54,0.108
"29",1.4,2,0.00143,56,0.112
"30",1.45,2,0.00149,58,0.117
"31",1.5,2,0.00154,60,0.121
"32",1.55,2,0.0016,62,0.125
"33",1.6,2,0.00165,64,0.129
"34",1.65,3,0.00171,66,0.133
"35",1.7,3,0.00176,68,0.137
"36",1.75,3,0.00182,70,0.142
"37",1.8,3,0.00188,72,0.146
"38",1.85,3,0.00193,74,0.15
"39",1.9,3,0.00199,77,0.154
"40",1.95,3,0.00205,79,0.158
"41",2,3,0.0021,81,0.163
"42",2.05,3,0.00216,83,0.167
"43",2.1,3,0.00221,85,0.171
"44",2.15,3,0.00227,87,0.175
"45",2.2,3,0.00233,89,0.179
"46",2.25,4,0.00238,91,0.183
"47",2.3,4,0.00244,93,0.188
"48",2.35,4,0.0025,95,0.192
"49",2.4,4,0.00255,97,0.196
"50",2.45,4,0.00261,99,0.2
"51",2.5,4,0.00267,101,0.204
"52",2.55,4,0.00272,103,0.208
"53",2.6,4,0.00277,105,0.213
"54",2.65,4,0.00283,107,0.217
"55",2.7,4,0.00288,109,0.221
"56",2.75,4,0.00294,111,0.225
"57",2.8,4,0.003,113,0.229
"58",2.85,4,0.00305,115,0.233
"59",2.9,5,0.00311,117,0.238
"60",2.95,5,0.00316,119,0.242
"61",3,5,0.00322,121,0.246
"62",3.05,5,0.00328,123,0.25
"63",3.1,5,0.00334,126,0.254
"64",3.15,5,0.00339,128,0.258
"65",3.2,5,0.00345,130,0.262
"66",3.25,5,0.00351,132,0.267
"67",3.3,5,0.00356,134,0.271
"68",3.35,5,0.00362,137,0.275
"69",3.4,5,0.00368,139,0.279
"70",3.45,5,0.00374,141,0.283
"71",3.5,6,0.00379,143,0.288
"72",3.55,6,0.00384,145,0.292
"73",3.6,6,0.0039,147,0.296
"74",3.65,6,0.00395,149,0.3
"75",3.7,6,0.00401,151,0.304
"76",3.75,6,0.00407,153,0.308
"77",3.8,6,0.00412,155,0.312
"78",3.85,6,0.00418,158,0.317
"79",3.9,6,0.00424,160,0.321
"80",3.95,6,0.0043,162,0.325
"81",4,6,0.00436,164,0.329
"82",4.05,6,0.00442,166,0.333
"83",4.1,7,0.00448,168,0.338
"84",4.15,7,0.00453,170,0.342
"85",4.2,7,0.00459,172,0.346
"86",4.25,7,0.00465,174,0.35
"87",4.3,7,0.00471,177,0.354
"88",4.35,7,0.00476,179,0.358
"89",4.4,7,0.00482,181,0.362
"90",4.45,7,0.00488,183,0.367
"91",4.5,7,0.00494,185,0.371
"92",4.55,7,0.00499,187,0.375
"93",4.6,7,0.00505,189,0.379
"94",4.65,7,0.00511,191,0.383
"95",4.7,7,0.00516,193,0.388
"96",4.75,8,0.00522,195,0.392
"97",4.8,8,0.00528,197,0.396
"98",4.85,8,0.00534,200,0.4
"99",4.9,8,0.0054,202,0.404
"100",4.95,8,0.00545,204,0.408
"101",5,8,0.00551,206,0.412
"102",5.05,8,0.00556,208,0.417
"103",5.1,8,0.00563,210,0.421
"104",5.15,8,0.00568,212,0.425
"105",5.2,8,0.00574,214,0.429
"106",5.25,8,0.0058,216,0.433
"107",5.3,8,0.00585,218,0.438
"108",5.35,9,0.00591,220,0.442
"109",5.4,9,0.00597,223,0.446
"110",5.45,9,0.00602,225,0.45
"111",5.5,9,0.00608,226,0.454
"112",5.55,9,0.00614,229,0.458
"113",5.6,9,0.00619,231,0.463
"114",5.65,9,0.00625,233,0.467
"115",5.7,9,0.00631,235,0.471
"116",5.75,9,0.00637,237,0.475
"117",5.8,9,0.00642,239,0.479
"118",5.85,9,0.00648,241,0.483
"119",5.9,9,0.00654,243,0.487
"120",5.95,9,0.0066,245,0.492
"121",6,10,0.00665,247,0.496
"122",6.05,10,0.00671,249,0.5
"123",6.1,10,0.00677,251,0.504
"124",6.15,10,0.00683,253,0.508
"125",6.2,10,0.00689,255,0.513
"126",6.25,10,0.00694,257,0.517
"127",6.3,10,0.007,259,0.521
"128",6.35,10,0.00706,261,0.525
"129",6.4,10,0.00711,263,0.529
"130",6.45,10,0.00717,265,0.533
"131",6.5,10,0.00723,267,0.538
"132",6.55,10,0.00728,269,0.542
"133",6.6,11,0.00734,271,0.546
"134",6.65,11,0.0074,273,0.55
"135",6.7,11,0.00745,275,0.554
"136",6.75,11,0.00751,277,0.558
"137",6.8,11,0.00757,279,0.562
"138",6.85,11,0.00763,281,0.567
"139",6.9,11,0.00769,283,0.571
"140",6.95,11,0.00774,285,0.575
"141",7,11,0.0078,287,0.579
"142",7.05,11,0.00786,290,0.583
"143",7.1,11,0.00792,291,0.587
"144",7.15,11,0.00798,293,0.592
"145",7.2,11,0.00803,295,0.596
"146",7.25,12,0.00809,297,0.6
"147",7.3,12,0.00815,299,0.604
"148",7.35,12,0.00821,301,0.608
"149",7.4,12,0.00826,303,0.613
"150",7.45,12,0.00832,305,0.617
"151",7.5,12,0.00838,307,0.621
"152",7.55,12,0.00844,309,0.625
"153",7.6,12,0.00849,311,0.629
"154",7.65,12,0.00855,313,0.633
"155",7.7,12,0.00861,315,0.638
"156",7.75,12,0.00867,317,0.642
"157",7.8,12,0.00872,319,0.646
"158",7.85,12,0.00878,321,0.65
"159",7.9,13,0.00884,323,0.654
"160",7.95,13,0.0089,325,0.658
"161",8,13,0.00896,328,0.662
"162",8.05,13,0.00901,329,0.667
"163",8.1,13,0.00907,331,0.671
"164",8.15,13,0.00913,333,0.675
"165",8.2,13,0.00919,335,0.679
"166",8.25,13,0.00925,337,0.683
"167",8.3,13,0.0093,339,0.687
"168",8.35,13,0.00936,341,0.692
"169",8.4,13,0.00941,343,0.696
"170",8.45,13,0.00947,345,0.7
"171",8.5,13,0.00953,346,0.704
"172",8.55,13,0.00959,348,0.708
"173",8.6,14,0.00964,350,0.713
"174",8.65,14,0.0097,352,0.717
"175",8.7,14,0.00976,354,0.721
"176",8.75,14,0.00982,356,0.725
"177",8.8,14,0.00987,358,0.729
"178",8.85,14,0.00993,360,0.733
"179",8.9,14,0.00999,362,0.738
"180",8.95,14,0.01005,364,0.742
"181",9,14,0.01011,366,0.746
"182",9.05,14,0.01016,368,0.75
"183",9.1,14,0.01022,370,0.754
"184",9.15,14,0.01028,372,0.758
"185",9.2,14,0.01034,374,0.762
"186",9.25,15,0.0104,376,0.767
"187",9.3,15,0.01046,377,0.771
"188",9.35,15,0.01051,379,0.775
"189",9.4,15,0.01057,381,0.779
"190",9.45,15,0.01063,383,0.783
"191",9.5,15,0.01068,385,0.788
"192",9.55,15,0.01074,387,0.792
"193",9.6,15,0.0108,389,0.796
"194",9.65,15,0.01086,391,0.8
"195",9.7,15,0.01091,393,0.804
"196",9.75,15,0.01097,394,0.808
"197",9.8,15,0.01103,396,0.813
"198",9.85,15,0.01109,398,0.817
"199",9.9,15,0.01114,399,0.821
"200",9.95,16,0.0112,402,0.825
"201",10,16,0.01126,403,0.829
"202",10.05,16,0.01132,405,0.833
"203",10.1,16,0.01138,407,0.837
"204",10.15,16,0.01144,409,0.842
"205",10.2,16,0.0115,411,0.846
"206",10.25,16,0.01155,413,0.85
"207",10.3,16,0.01161,415,0.854
"208",10.35,16,0.01167,417,0.858
"209",10.4,16,0.01173,419,0.862
"210",10.45,16,0.01178,420,0.867
"211",10.5,16,0.01184,422,0.871
"212",10.55,16,0.0119,424,0.875
"213",10.6,16,0.01196,425,0.879
"214",10.65,17,0.01202,428,0.883
"215",10.7,17,0.01207,430,0.888
"216",10.75,17,0.01213,431,0.892
"217",10.8,17,0.01218,433,0.896
"218",10.85,17,0.01225,435,0.9
"219",10.9,17,0.0123,436,0.904
"220",10.95,17,0.01236,438,0.908
"221",11,17,0.01242,440,0.913
"222",11.05,17,0.01247,442,0.917
"223",11.1,17,0.01254,444,0.921
"224",11.15,17,0.01259,446,0.925
"225",11.2,17,0.01265,447,0.929
"226",11.25,17,0.01271,449,0.933
"227",11.3,17,0.01276,450,0.937
"228",11.35,18,0.01283,452,0.942
"229",11.4,18,0.01289,454,0.946
"230",11.45,18,0.01294,456,0.95
"231",11.5,18,0.013,458,0.954
"232",11.55,18,0.01306,460,0.958
"233",11.6,18,0.01312,461,0.962
"234",11.65,18,0.01318,462,0.967
"235",11.7,18,0.01323,464,0.971
"236",11.75,18,0.01329,466,0.975
"237",11.8,18,0.01335,468,0.979
"238",11.85,18,0.01341,470,0.983
"239",11.9,18,0.01347,471,0.987
"240",11.95,18,0.01353,473,0.992
"241",12,18,0.01358,475,0.996
"242",12.05,18,0.01365,477,1
"243",12.1,19,0.0137,479,1.004
"244",12.15,19,0.01376,480,1.008
"245",12.2,19,0.01382,482,1.013
"246",12.25,19,0.01388,483,1.017
"247",12.3,19,0.01394,485,1.021
"248",12.35,19,0.014,487,1.025
"249",12.4,19,0.01405,489,1.029
"250",12.45,19,0.01412,490,1.033
"251",12.5,19,0.01417,492,1.037
"252",12.55,19,0.01423,493,1.042
"253",12.6,19,0.01429,495,1.046
"254",12.65,19,0.01436,497,1.05
"255",12.7,19,0.01442,499,1.054
"256",12.75,19,0.01448,500,1.058
"257",12.8,19,0.01454,501,1.063
"258",12.85,20,0.0146,503,1.067
"259",12.9,20,0.01466,505,1.071
"260",12.95,20,0.01472,507,1.075
"261",13,20,0.01478,508,1.079
"262",13.05,20,0.01484,509,1.083
"263",13.1,20,0.0149,511,1.088
"264",13.15,20,0.01496,513,1.092
"265",13.2,20,0.01502,515,1.096
"266",13.25,20,0.01508,516,1.1
"267",13.3,20,0.01514,517,1.104
"268",13.35,20,0.0152,519,1.108
"269",13.4,20,0.01526,521,1.112
"270",13.45,20,0.01532,522,1.117
"271",13.5,20,0.01537,523,1.121
"272",13.55,20,0.01544,525,1.125
"273",13.6,20,0.01549,527,1.129
"274",13.65,20,0.01556,528,1.133
"275",13.7,21,0.01562,530,1.138
"276",13.75,21,0.01568,532,1.142
"277",13.8,21,0.01574,533,1.146
"278",13.85,21,0.0158,535,1.15
"279",13.9,21,0.01587,536,1.154
"280",13.95,21,0.01592,538,1.158
"281",14,21,0.01599,539,1.163
"282",14.05,21,0.01605,540,1.167
"283",14.1,21,0.01612,542,1.171
"284",14.15,21,0.01617,544,1.175
"285",14.2,21,0.01624,545,1.179
"286",14.25,21,0.0163,546,1.183
"287",14.3,21,0.01636,548,1.187
"288",14.35,21,0.01642,550,1.192
"289",14.4,21,0.01649,551,1.196
"290",14.45,21,0.01655,552,1.2
"291",14.5,21,0.01661,554,1.204
"292",14.55,22,0.01667,555,1.208
"293",14.6,22,0.01674,556,1.213
"294",14.65,22,0.0168,558,1.217
"295",14.7,22,0.01686,559,1.221
"296",14.75,22,0.01693,560,1.225
"297",14.8,22,0.01699,562,1.229
"298",14.85,22,0.01706,564,1.233
"299",14.9,22,0.01712,565,1.237
"300",14.95,22,0.01719,566,1.242
"301",15,22,0.01725,568,1.246
"302",15.05,22,0.01732,569,1.25
"303",15.1,22,0.01738,570,1.254
"304",15.15,22,0.01744,572,1.258
"305",15.2,22,0.01751,573,1.262
"306",15.25,22,0.01757,574,1.267
"307",15.3,22,0.01764,576,1.271
"308",15.35,22,0.01771,577,1.275
"309",15.4,22,0.01777,579,1.279
"310",15.45,22,0.01784,580,1.283
"311",15.5,23,0.0179,581,1.288
"312",15.55,23,0.01797,583,1.292
"313",15.6,23,0.01803,583,1.296
"314",15.65,23,0.0181,585,1.3
"315",15.7,23,0.01816,586,1.304
"316",15.75,23,0.01823,587,1.308
"317",15.8,23,0.0183,589,1.312
"318",15.85,23,0.01837,589,1.317
"319",15.9,23,0.01843,591,1.321
"320",15.95,23,0.0185,592,1.325
"321",16,23,0.01857,593,1.329
"322",16.05,23,0.01864,594,1.333
"323",16.1,23,0.01871,595,1.338
"324",16.15,23,0.01877,597,1.342
"325",16.2,23,0.01885,598,1.346
"326",16.25,23,0.01892,599,1.35
"327",16.3,23,0.01899,600,1.354
"328",16.35,23,0.01906,601,1.358
"329",16.4,23,0.01913,603,1.363
"330",16.45,23,0.0192,603,1.367
"331",16.5,23,0.01927,605,1.371
"332",16.55,23,0.01934,605,1.375
"333",16.6,24,0.01942,607,1.379
"334",16.65,24,0.01949,607,1.383
"335",16.7,24,0.01956,609,1.387
"336",16.75,24,0.01963,609,1.392
"337",16.8,24,0.01971,611,1.396
"338",16.85,24,0.01979,611,1.4
"339",16.9,24,0.01986,613,1.404
"340",16.95,24,0.01993,613,1.408
"341",17,24,0.02001,614,1.413
"342",17.05,24,0.02009,615,1.417
"343",17.1,24,0.02017,616,1.421
"344",17.15,24,0.02024,617,1.425
"345",17.2,24,0.02031,618,1.429
"346",17.25,24,0.02039,619,1.433
"347",17.3,24,0.02047,619,1.438
"348",17.35,24,0.02055,621,1.442
"349",17.4,24,0.02063,621,1.446
"350",17.45,24,0.02071,622,1.45
"351",17.5,24,0.02079,623,1.454
"352",17.55,24,0.02087,623,1.458
"353",17.6,24,0.02095,624,1.462
"354",17.65,24,0.02103,625,1.467
"355",17.7,24,0.02111,625,1.471
"356",17.75,24,0.0212,626,1.475
"357",17.8,24,0.02128,626,1.479
"358",17.85,24,0.02137,628,1.483
"359",17.9,24,0.02145,628,1.488
"360",17.95,24,0.02154,628,1.492
"361",18,24,0.02162,629,1.496
"362",18.05,24,0.0217,630,1.5
"363",18.1,24,0.02179,630,1.504
"364",18.15,24,0.02188,630,1.508
"365",18.2,24,0.02197,631,1.512
"366",18.25,24,0.02206,631,1.517
"367",18.3,24,0.02216,632,1.521
"368",18.35,24,0.02224,632,1.525
"369",18.4,24,0.02233,632,1.529
"370",18.45,24,0.02243,632,1.533
"371",18.5,24,0.02252,632,1.537
"372",18.55,24,0.02261,632,1.542
"373",18.6,25,0.0227,633,1.546
"374",18.65,25,0.0228,633,1.55
"375",18.7,25,0.0229,633,1.554
"376",18.75,25,0.02299,633,1.558
"377",18.8,25,0.02309,634,1.563
"378",18.85,25,0.02319,633,1.567
"379",18.9,25,0.02328,634,1.571
"380",18.95,25,0.02339,633,1.575
"381",19,25,0.02348,634,1.579
"382",19.05,25,0.02359,633,1.583
"383",19.1,25,0.02369,633,1.587
"384",19.15,25,0.02379,633,1.592
"385",19.2,24,0.02389,632,1.596
"386",19.25,24,0.024,632,1.6
"387",19.3,24,0.0241,632,1.604
"388",19.35,24,0.02421,632,1.608
"389",19.4,24,0.02431,632,1.613
"390",19.45,24,0.02442,632,1.617
"391",19.5,24,0.02453,631,1.621
"392",19.55,24,0.02464,631,1.625
"393",19.6,24,0.02475,630,1.629
"394",19.65,24,0.02485,630,1.633
"395",19.7,24,0.02497,629,1.638
"396",19.75,24,0.02507,629,1.642
"397",19.8,24,0.02518,628,1.646
"398",19.85,24,0.02529,628,1.65
"399",19.9,24,0.0254,628,1.654
"400",19.95,24,0.02552,627,1.658
"401",20,24,0.02563,626,1.662
"402",20.05,24,0.02575,625,1.667
"403",20.1,24,0.02586,625,1.671
"404",20.15,24,0.02597,624,1.675
"405",20.2,24,0.02609,624,1.679
"406",20.25,24,0.02621,623,1.683
"407",20.3,24,0.02633,623,1.688
"408",20.35,24,0.02644,622,1.692
"409",20.4,24,0.02655,621,1.696
"410",20.45,24,0.02667,621,1.7
"411",20.5,24,0.02679,620,1.704
"412",20.55,24,0.02691,619,1.708
"413",20.6,24,0.02702,619,1.713
"414",20.65,24,0.02714,618,1.717
"415",20.7,24,0.02725,617,1.721
"416",20.75,24,0.02737,617,1.725
"417",20.8,24,0.02749,615,1.729
"418",20.85,24,0.0276,615,1.733
"419",20.9,24,0.02772,614,1.737
"420",20.95,24,0.02783,613,1.742
"421",21,24,0.02795,613,1.746
"422",21.05,24,0.02807,613,1.75
"423",21.1,24,0.02819,612,1.754
"424",21.15,24,0.02831,611,1.758
"425",21.2,24,0.02842,611,1.763
"426",21.25,24,0.02854,610,1.767
"427",21.3,24,0.02869,609,1.771
"428",21.35,24,0.02881,609,1.775
"429",21.4,24,0.02891,608,1.779
"430",21.45,24,0.02903,607,1.783
"431",21.5,24,0.02915,607,1.787
"432",21.55,24,0.02927,607,1.792
"433",21.6,23,0.0294,606,1.796
"434",21.65,23,0.02952,605,1.8
"435",21.7,23,0.02962,605,1.804
"436",21.75,23,0.02974,604,1.808
"437",21.8,23,0.02986,603,1.812
"438",21.85,23,0.02998,603,1.817
"439",21.9,23,0.0301,603,1.821
"440",21.95,23,0.0302,602,1.825
"441",22,23,0.03032,601,1.829
"442",22.05,23,0.03044,601,1.833
"443",22.1,23,0.03056,601,1.838
"444",22.15,23,0.03068,600,1.842
"445",22.2,23,0.03078,599,1.846
"446",22.25,23,0.03091,599,1.85
"447",22.3,23,0.03103,599,1.854
"448",22.35,23,0.03115,598,1.858
"449",22.4,23,0.03127,598,1.862
"450",22.45,23,0.03137,597,1.867
"451",22.5,23,0.03149,597,1.871
"452",22.55,23,0.03161,597,1.875
"453",22.6,23,0.03173,596,1.879
"454",22.65,23,0.03185,596,1.883
"455",22.7,23,0.03195,595,1.888
"456",22.75,23,0.03207,595,1.892
"457",22.8,23,0.03219,594,1.896
"458",22.85,23,0.03231,594,1.9
"459",22.9,23,0.03242,594,1.904
"460",22.95,23,0.03254,593,1.908
"461",23,23,0.03266,593,1.913
"462",23.05,23,0.03276,593,1.917
"463",23.1,23,0.03288,592,1.921
"464",23.15,23,0.033,591,1.925
"465",23.2,23,0.03312,591,1.929
"466",23.25,23,0.03322,591,1.933
"467",23.3,23,0.03334,591,1.937
"468",23.35,23,0.03346,591,1.942
"469",23.4,23,0.03358,590,1.946
"470",23.45,23,0.03368,590,1.95
"471",23.5,23,0.0338,589,1.954
"472",23.55,23,0.03393,589,1.958
"473",23.6,23,0.03403,589,1.962
"474",23.65,23,0.03415,588,1.967
"475",23.7,23,0.03427,588,1.971
"476",23.75,23,0.03437,587,1.975
"477",23.8,23,0.03449,587,1.979
"478",23.85,23,0.03461,587,1.983
"479",23.9,23,0.03471,587,1.988
"480",23.95,23,0.03483,587,1.992
"481",24,23,0.03495,587,1.996
"482",24.05,23,0.03505,586,2
"483",24.1,23,0.03517,586,2.004
"484",24.15,23,0.03527,585,2.008
"485",24.2,23,0.0354,585,2.013
"486",24.25,23,0.03552,585,2.017
"487",24.3,23,0.03562,585,2.021
"488",24.35,23,0.03574,585,2.025
"489",24.4,23,0.03586,584,2.029
"490",24.45,23,0.03598,584,2.033
"491",24.5,23,0.03608,584,2.038
"492",24.55,23,0.0362,584,2.042
"493",24.6,23,0.03632,583,2.046
"494",24.65,23,0.03642,583,2.05
"495",24.7,23,0.03654,583,2.054
"496",24.75,23,0.03664,583,2.058
"497",24.8,23,0.03676,583,2.062
"498",24.85,23,0.03689,583,2.067
"499",24.9,23,0.03699,582,2.071
"500",24.95,23,0.03711,582,2.075
"501",25,23,0.03723,582,2.079
"502",25.05,23,0.03733,581,2.083
"503",25.1,23,0.03745,581,2.087
"504",25.15,23,0.03757,581,2.092
"505",25.2,23,0.03769,581,2.096
"506",25.25,22,0.03779,581,2.1
"507",25.3,22,0.03791,581,2.104
"508",25.35,22,0.03801,581,2.108
"509",25.4,22,0.03813,580,2.112
"510",25.45,22,0.03825,580,2.117
"511",25.5,22,0.03835,580,2.121
"512",25.55,22,0.03848,579,2.125
"513",25.6,22,0.0386,579,2.129
"514",25.65,22,0.0387,579,2.133
"515",25.7,22,0.03882,579,2.138
"516",25.75,22,0.03892,579,2.142
"517",25.8,22,0.03904,579,2.146
"518",25.85,22,0.03914,579,2.15
"519",25.9,22,0.03926,579,2.154
"520",25.95,22,0.03938,578,2.158
"521",26,22,0.03948,578,2.163
"522",26.05,22,0.0396,578,2.167
"523",26.1,22,0.03972,578,2.171
"524",26.15,22,0.03982,578,2.175
"525",26.2,22,0.03995,577,2.179
"526",26.25,22,0.04007,577,2.183
"527",26.3,22,0.04017,577,2.188
"528",26.35,22,0.04029,576,2.192
"529",26.4,22,0.04039,576,2.196
"530",26.45,22,0.04051,576,2.2
"531",26.5,22,0.04061,576,2.204
"532",26.55,22,0.04073,576,2.208
"533",26.6,22,0.04085,576,2.212
"534",26.65,22,0.04095,576,2.217
"535",26.7,22,0.04107,576,2.221
"536",26.75,22,0.04117,575,2.225
"537",26.8,22,0.04129,575,2.229
"538",26.85,22,0.0414,575,2.233
"539",26.9,22,0.04152,575,2.237
"540",26.95,22,0.04162,574,2.242
"541",27,22,0.04174,574,2.246
"542",27.05,22,0.04186,574,2.25
"543",27.1,22,0.04196,574,2.254
"544",27.15,22,0.04208,574,2.258
"545",27.2,22,0.04218,574,2.263
"546",27.25,22,0.0423,574,2.267
"547",27.3,22,0.04242,574,2.271
"548",27.35,22,0.04252,574,2.275
"549",27.4,22,0.04264,574,2.279
"550",27.45,22,0.04274,573,2.283
"551",27.5,22,0.04286,573,2.288
"552",27.55,22,0.04299,573,2.292
"553",27.6,22,0.04309,573,2.296
"554",27.65,22,0.04321,573,2.3
"555",27.7,22,0.04331,573,2.304
"556",27.75,22,0.04343,572,2.308
