"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,0,4,0
"2",0.05,0,0,4,0.002
"3",0.1,0,0,4,0.006
"4",0.15,0,0,4,0.011
"5",0.2,0,0,4,0.015
"6",0.25,0,2e-05,5,0.019
"7",0.3,0,8e-05,8,0.023
"8",0.35,0,0.00014,11,0.027
"9",0.4,1,0.00021,14,0.031
"10",0.45,1,0.00026,17,0.036
"11",0.5,1,0.00032,20,0.04
"12",0.55,1,0.00038,23,0.044
"13",0.6,1,0.00044,25,0.048
"14",0.65,1,5e-04,29,0.052
"15",0.7,1,0.00056,32,0.057
"16",0.75,1,0.00062,34,0.061
"17",0.8,1,0.00068,38,0.065
"18",0.85,2,0.00073,41,0.069
"19",0.9,2,0.00079,44,0.073
"20",0.95,2,0.00085,46,0.077
"21",1,2,0.00091,50,0.081
"22",1.05,2,0.00097,52,0.086
"23",1.1,2,0.00103,56,0.09
"24",1.15,2,0.00109,58,0.094
"25",1.2,2,0.00115,61,0.098
"26",1.25,2,0.00121,64,0.102
"27",1.3,3,0.00126,67,0.107
"28",1.35,3,0.00132,70,0.111
"29",1.4,3,0.00138,73,0.115
"30",1.45,3,0.00144,76,0.119
"31",1.5,3,0.0015,79,0.123
"32",1.55,3,0.00155,82,0.127
"33",1.6,3,0.00161,85,0.131
"34",1.65,3,0.00167,87,0.136
"35",1.7,4,0.00173,91,0.14
"36",1.75,4,0.00179,93,0.144
"37",1.8,4,0.00185,96,0.148
"38",1.85,4,0.0019,99,0.152
"39",1.9,4,0.00196,102,0.156
"40",1.95,4,0.00202,105,0.161
"41",2,4,0.00208,107,0.165
"42",2.05,4,0.00214,111,0.169
"43",2.1,4,0.00219,113,0.173
"44",2.15,4,0.00225,116,0.177
"45",2.2,5,0.00232,119,0.181
"46",2.25,5,0.00237,122,0.186
"47",2.3,5,0.00243,125,0.19
"48",2.35,5,0.00249,128,0.194
"49",2.4,5,0.00254,131,0.198
"50",2.45,5,0.00261,134,0.202
"51",2.55,5,0.00272,139,0.211
"52",2.6,5,0.00278,142,0.215
"53",2.65,6,0.00284,144,0.219
"54",2.7,6,0.0029,147,0.223
"55",2.75,6,0.00295,150,0.227
"56",2.8,6,0.00301,152,0.231
"57",2.85,6,0.00307,156,0.236
"58",2.9,6,0.00313,158,0.24
"59",2.95,6,0.00319,161,0.244
"60",3,6,0.00324,164,0.248
"61",3.05,6,0.0033,166,0.252
"62",3.1,7,0.00335,169,0.257
"63",3.15,7,0.00341,172,0.261
"64",3.2,7,0.00347,174,0.265
"65",3.25,7,0.00353,177,0.269
"66",3.3,7,0.00358,180,0.273
"67",3.35,7,0.00364,183,0.277
"68",3.4,7,0.00369,186,0.281
"69",3.45,7,0.00374,189,0.286
"70",3.5,7,0.0038,191,0.29
"71",3.55,7,0.00386,193,0.294
"72",3.6,8,0.00392,196,0.298
"73",3.65,8,0.00397,199,0.302
"74",3.7,8,0.00403,201,0.307
"75",3.75,8,0.00409,205,0.311
"76",3.8,8,0.00415,207,0.315
"77",3.85,8,0.00421,210,0.319
"78",3.9,8,0.00426,213,0.323
"79",3.95,8,0.00432,215,0.327
"80",4,8,0.00438,218,0.331
"81",4.05,9,0.00444,221,0.336
"82",4.1,9,0.0045,223,0.34
"83",4.15,9,0.00455,226,0.344
"84",4.2,9,0.00461,229,0.348
"85",4.25,9,0.00467,232,0.352
"86",4.3,9,0.00473,235,0.357
"87",4.35,9,0.00479,238,0.361
"88",4.4,9,0.00484,240,0.365
"89",4.45,9,0.0049,243,0.369
"90",4.5,10,0.00496,246,0.373
"91",4.55,10,0.00502,248,0.377
"92",4.6,10,0.00508,251,0.381
"93",4.65,10,0.00513,254,0.386
"94",4.7,10,0.00519,256,0.39
"95",4.75,10,0.00525,259,0.394
"96",4.8,10,0.00531,262,0.398
"97",4.85,10,0.00537,264,0.402
"98",4.9,10,0.00543,267,0.407
"99",4.95,10,0.00549,270,0.411
"100",5,11,0.00554,272,0.415
"101",5.05,11,0.0056,275,0.419
"102",5.1,11,0.00566,278,0.423
"103",5.15,11,0.00572,281,0.427
"104",5.2,11,0.00577,283,0.431
"105",5.25,11,0.00583,286,0.436
"106",5.3,11,0.00589,288,0.44
"107",5.35,11,0.00594,291,0.444
"108",5.4,11,0.006,293,0.448
"109",5.45,11,0.00606,296,0.452
"110",5.5,12,0.00612,299,0.457
"111",5.55,12,0.00617,301,0.461
"112",5.6,12,0.00623,304,0.465
"113",5.65,12,0.00629,307,0.469
"114",5.7,12,0.00635,309,0.473
"115",5.75,12,0.00641,312,0.477
"116",5.8,12,0.00647,315,0.481
"117",5.85,12,0.00652,317,0.486
"118",5.9,12,0.00658,320,0.49
"119",5.95,13,0.00664,323,0.494
"120",6,13,0.0067,325,0.498
"121",6.05,13,0.00676,328,0.502
"122",6.1,13,0.00682,330,0.507
"123",6.15,13,0.00687,333,0.511
"124",6.2,13,0.00693,336,0.515
"125",6.25,13,0.00699,338,0.519
"126",6.3,13,0.00705,341,0.523
"127",6.35,13,0.0071,343,0.527
"128",6.4,13,0.00716,346,0.531
"129",6.45,13,0.00722,348,0.536
"130",6.5,14,0.00728,352,0.54
"131",6.55,14,0.00734,354,0.544
"132",6.6,14,0.00739,356,0.548
"133",6.65,14,0.00745,358,0.552
"134",6.7,14,0.00751,361,0.556
"135",6.75,14,0.00757,364,0.561
"136",6.8,14,0.00763,366,0.565
"137",6.85,14,0.00769,369,0.569
"138",6.9,14,0.00775,372,0.573
"139",6.95,15,0.00781,374,0.577
"140",7,15,0.00786,377,0.581
"141",7.05,15,0.00792,380,0.586
"142",7.1,15,0.00799,382,0.59
"143",7.15,15,0.00804,385,0.594
"144",7.2,15,0.0081,387,0.598
"145",7.25,15,0.00816,390,0.602
"146",7.3,15,0.00821,393,0.607
"147",7.35,15,0.00827,395,0.611
"148",7.4,15,0.00833,397,0.615
"149",7.45,15,0.00839,399,0.619
"150",7.5,16,0.00844,402,0.623
"151",7.55,16,0.0085,405,0.627
"152",7.6,16,0.00856,407,0.631
"153",7.65,16,0.00862,409,0.636
"154",7.7,16,0.00868,412,0.64
"155",7.75,16,0.00873,415,0.644
"156",7.8,16,0.00879,417,0.648
