"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,15,0.00627,385,0.539
"2",0.05,15,0.00627,385,0.539
"3",0.1,15,0.00627,385,0.542
"4",0.15,15,0.00627,385,0.547
"5",0.2,15,0.00629,385,0.551
"6",0.25,15,0.00635,389,0.555
"7",0.3,15,0.00642,393,0.559
"8",0.35,15,0.00648,395,0.563
"9",0.4,15,0.00655,399,0.568
"10",0.45,16,0.00661,402,0.572
"11",0.5,16,0.00667,405,0.576
"12",0.55,16,0.00673,408,0.58
"13",0.6,16,0.0068,411,0.584
"14",0.65,16,0.00686,415,0.588
"15",0.7,16,0.00692,417,0.592
"16",0.75,16,0.00698,421,0.597
"17",0.8,16,0.00705,423,0.601
"18",0.85,17,0.00711,427,0.605
"19",0.9,17,0.00717,430,0.609
"20",0.95,17,0.00723,433,0.613
"21",1,17,0.00729,436,0.617
"22",1.05,17,0.00735,439,0.622
"23",1.1,17,0.00742,442,0.626
"24",1.15,17,0.00748,445,0.63
"25",1.2,17,0.00754,448,0.634
"26",1.25,17,0.0076,451,0.638
"27",1.3,18,0.00766,454,0.642
"28",1.35,18,0.00772,456,0.647
"29",1.4,18,0.00778,460,0.651
"30",1.45,18,0.00784,462,0.655
"31",1.5,18,0.0079,465,0.659
"32",1.55,18,0.00796,468,0.663
"33",1.6,18,0.00802,471,0.668
"34",1.65,18,0.00808,474,0.672
"35",1.7,18,0.00814,477,0.676
"36",1.75,19,0.00821,480,0.68
"37",1.8,19,0.00827,483,0.684
"38",1.85,19,0.00832,485,0.688
"39",1.9,19,0.00839,489,0.692
"40",1.95,19,0.00844,491,0.697
"41",2,19,0.0085,494,0.701
"42",2.05,19,0.00856,497,0.705
"43",2.1,19,0.00862,500,0.709
"44",2.15,19,0.00869,503,0.713
"45",2.2,20,0.00874,505,0.717
"46",2.25,20,0.0088,509,0.722
"47",2.3,20,0.00886,511,0.726
"48",2.35,20,0.00892,514,0.73
"49",2.4,20,0.00898,517,0.734
"50",2.45,20,0.00904,519,0.738
"51",2.5,20,0.0091,522,0.742
"52",2.55,20,0.00916,525,0.747
"53",2.6,20,0.00922,528,0.751
"54",2.65,21,0.00928,530,0.755
"55",2.7,21,0.00933,533,0.759
"56",2.75,21,0.00939,536,0.763
"57",2.8,21,0.00945,539,0.768
"58",2.85,21,0.00952,542,0.772
"59",2.9,21,0.00957,544,0.776
"60",2.95,21,0.00963,547,0.78
"61",3,21,0.00969,550,0.784
"62",3.05,21,0.00975,552,0.788
"63",3.1,22,0.00981,555,0.792
"64",3.15,22,0.00987,558,0.797
"65",3.2,22,0.00992,560,0.801
"66",3.25,22,0.00998,563,0.805
"67",3.3,22,0.01004,566,0.809
"68",3.35,22,0.0101,568,0.813
"69",3.4,22,0.01016,571,0.817
"70",3.45,22,0.01022,574,0.822
"71",3.5,22,0.01028,576,0.826
"72",3.55,22,0.01034,579,0.83
"73",3.6,23,0.0104,582,0.834
"74",3.65,23,0.01045,585,0.838
"75",3.7,23,0.01051,587,0.842
"76",3.75,23,0.01057,590,0.847
"77",3.8,23,0.01063,593,0.851
"78",3.85,23,0.01069,595,0.855
"79",3.9,23,0.01075,598,0.859
"80",3.95,23,0.01081,601,0.863
"81",4,23,0.01087,603,0.868
"82",4.05,23,0.01092,606,0.872
"83",4.1,24,0.01099,609,0.876
"84",4.15,24,0.01105,611,0.88
"85",4.2,24,0.01111,613,0.884
"86",4.25,24,0.01116,616,0.888
"87",4.3,24,0.01122,619,0.892
"88",4.35,24,0.01128,621,0.897
"89",4.4,24,0.01134,624,0.901
"90",4.45,24,0.0114,627,0.905
"91",4.5,24,0.01146,630,0.909
"92",4.55,24,0.01152,632,0.913
"93",4.6,25,0.01158,634,0.918
"94",4.65,25,0.01164,637,0.922
"95",4.7,25,0.0117,640,0.926
"96",4.75,25,0.01175,642,0.93
"97",4.8,25,0.01181,645,0.934
"98",4.85,25,0.01187,647,0.938
"99",4.9,25,0.01194,650,0.942
"100",4.95,25,0.012,652,0.947
"101",5,25,0.01205,655,0.951
"102",5.05,25,0.01212,658,0.955
"103",5.1,26,0.01217,660,0.959
"104",5.15,26,0.01223,662,0.963
"105",5.2,26,0.01229,665,0.967
"106",5.25,26,0.01235,667,0.972
"107",5.3,26,0.01241,670,0.976
"108",5.35,26,0.01247,672,0.98
"109",5.4,26,0.01252,674,0.984
"110",5.45,26,0.01258,677,0.988
"111",5.5,26,0.01264,680,0.992
"112",5.55,26,0.0127,682,0.997
"113",5.6,27,0.01276,685,1.001
"114",5.65,27,0.01282,687,1.005
"115",5.7,27,0.01288,689,1.009
"116",5.75,27,0.01294,692,1.013
"117",5.8,27,0.013,695,1.017
"118",5.85,27,0.01305,697,1.022
"119",5.9,27,0.01312,699,1.026
"120",5.95,27,0.01318,701,1.03
"121",6,27,0.01324,704,1.034
"122",6.05,27,0.0133,707,1.038
"123",6.1,27,0.01336,709,1.042
"124",6.15,28,0.01342,711,1.047
"125",6.2,28,0.01347,713,1.051
"126",6.25,28,0.01353,716,1.055
"127",6.3,28,0.01359,718,1.059
"128",6.35,28,0.01365,721,1.063
"129",6.4,28,0.01371,723,1.067
"130",6.45,28,0.01377,725,1.072
"131",6.5,28,0.01383,728,1.076
"132",6.55,28,0.01389,730,1.08
"133",6.6,28,0.01395,732,1.084
"134",6.65,28,0.01401,735,1.088
"135",6.7,29,0.01407,737,1.092
"136",6.75,29,0.01413,740,1.097
"137",6.8,29,0.01419,742,1.101
"138",6.85,29,0.01425,744,1.105
"139",6.9,29,0.01432,746,1.109
"140",6.95,29,0.01438,748,1.113
"141",7,29,0.01445,751,1.118
"142",7.05,29,0.0145,753,1.122
"143",7.1,29,0.01457,755,1.126
"144",7.15,29,0.01463,758,1.13
"145",7.2,29,0.01469,760,1.134
"146",7.25,30,0.01475,762,1.138
"147",7.3,30,0.01481,764,1.142
"148",7.35,30,0.01487,766,1.147
"149",7.4,30,0.01493,768,1.151
"150",7.45,30,0.01499,771,1.155
"151",7.5,30,0.01504,773,1.159
"152",7.55,30,0.01511,775,1.163
"153",7.6,30,0.01517,777,1.168
"154",7.65,30,0.01523,780,1.172
"155",7.7,30,0.01529,782,1.176
"156",7.75,30,0.01536,784,1.18
"157",7.8,30,0.01542,786,1.184
"158",7.85,31,0.01548,789,1.188
"159",7.9,31,0.01554,791,1.192
"160",7.95,31,0.01561,793,1.197
"161",8,31,0.01567,795,1.201
"162",8.05,31,0.01573,797,1.205
"163",8.1,31,0.01579,799,1.209
"164",8.15,31,0.01586,801,1.213
"165",8.2,31,0.01591,803,1.217
"166",8.25,31,0.01598,806,1.222
"167",8.3,31,0.01604,807,1.226
"168",8.35,31,0.01611,809,1.23
"169",8.4,31,0.01617,812,1.234
"170",8.45,32,0.01623,813,1.238
"171",8.5,32,0.01629,815,1.243
"172",8.55,32,0.01636,817,1.247
"173",8.6,32,0.01642,819,1.251
"174",8.65,32,0.01649,821,1.255
"175",8.7,32,0.01654,823,1.259
"176",8.75,32,0.01661,825,1.263
"177",8.8,32,0.01668,828,1.267
"178",8.85,32,0.01674,830,1.272
