"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,3e-05,5,0
"2",0.05,0,3e-05,5,0.001
"3",0.1,0,3e-05,5,0.005
"4",0.15,0,3e-05,5,0.009
"5",0.2,0,3e-05,5,0.013
"6",0.25,0,3e-05,5,0.018
"7",0.3,0,9e-05,7,0.022
"8",0.35,0,0.00016,9,0.026
"9",0.4,0,0.00023,12,0.03
"10",0.45,1,3e-04,14,0.034
"11",0.5,1,0.00037,17,0.038
"12",0.55,1,0.00043,19,0.042
"13",0.6,1,5e-04,21,0.047
"14",0.65,1,0.00057,23,0.051
"15",0.7,1,0.00064,25,0.055
"16",0.75,1,7e-04,28,0.059
"17",0.8,1,0.00077,30,0.063
"18",0.85,1,0.00084,32,0.067
"19",0.9,1,0.00091,35,0.072
"20",0.95,1,0.00097,37,0.076
"21",1,2,0.00104,40,0.08
"22",1.05,2,0.0011,42,0.084
"23",1.1,2,0.00117,44,0.088
"24",1.15,2,0.00124,46,0.092
"25",1.2,2,0.0013,48,0.097
"26",1.25,2,0.00137,50,0.101
"27",1.3,2,0.00144,52,0.105
"28",1.35,2,0.00151,54,0.109
"29",1.4,2,0.00157,57,0.113
"30",1.45,2,0.00164,59,0.117
"31",1.5,2,0.0017,61,0.122
"32",1.55,2,0.00177,64,0.126
"33",1.6,3,0.00184,66,0.13
"34",1.65,3,0.0019,68,0.134
"35",1.7,3,0.00197,70,0.138
"36",1.75,3,0.00203,72,0.142
"37",1.8,3,0.0021,74,0.147
"38",1.85,3,0.00216,77,0.151
"39",1.9,3,0.00223,79,0.155
"40",1.95,3,0.0023,81,0.159
"41",2,3,0.00236,83,0.163
"42",2.05,3,0.00242,85,0.167
"43",2.1,3,0.00249,87,0.172
"44",2.15,3,0.00256,90,0.176
"45",2.2,4,0.00262,92,0.18
"46",2.25,4,0.00269,94,0.184
"47",2.3,4,0.00275,96,0.188
"48",2.35,4,0.00282,99,0.192
"49",2.4,4,0.00288,101,0.197
"50",2.45,4,0.00295,103,0.201
"51",2.5,4,0.00302,105,0.205
"52",2.55,4,0.00308,107,0.209
"53",2.6,4,0.00315,109,0.213
"54",2.65,4,0.00321,111,0.217
"55",2.7,4,0.00328,113,0.222
"56",2.75,4,0.00334,115,0.226
"57",2.8,5,0.00341,117,0.23
"58",2.85,5,0.00348,120,0.234
"59",2.9,5,0.00354,122,0.238
"60",2.95,5,0.00361,124,0.242
"61",3,5,0.00367,126,0.247
"62",3.05,5,0.00373,128,0.251
"63",3.1,5,0.0038,130,0.255
"64",3.15,5,0.00386,132,0.259
"65",3.2,5,0.00392,134,0.263
"66",3.25,5,0.00397,136,0.267
"67",3.3,5,0.00404,138,0.272
"68",3.35,5,0.0041,140,0.276
"69",3.4,6,0.00416,142,0.28
"70",3.45,6,0.00422,144,0.284
"71",3.5,6,0.00429,146,0.288
"72",3.55,6,0.00435,148,0.292
"73",3.6,6,0.00442,150,0.297
"74",3.65,6,0.00448,152,0.301
"75",3.7,6,0.00454,155,0.305
"76",3.75,6,0.00461,157,0.309
"77",3.8,6,0.00467,159,0.313
"78",3.85,6,0.00474,161,0.318
"79",3.9,6,0.0048,163,0.322
"80",3.95,6,0.00486,165,0.326
"81",4,6,0.00492,167,0.33
"82",4.05,7,0.00499,169,0.334
"83",4.1,7,0.00505,171,0.338
"84",4.15,7,0.00512,173,0.342
"85",4.2,7,0.00518,176,0.347
"86",4.25,7,0.00524,177,0.351
"87",4.3,7,0.00531,180,0.355
"88",4.35,7,0.00537,181,0.359
"89",4.4,7,0.00543,183,0.363
"90",4.45,7,0.0055,186,0.368
"91",4.5,7,0.00556,188,0.372
"92",4.55,7,0.00563,190,0.376
"93",4.6,7,0.00569,192,0.38
"94",4.65,8,0.00575,194,0.384
"95",4.7,8,0.00582,196,0.388
"96",4.75,8,0.00588,198,0.392
"97",4.8,8,0.00595,200,0.397
"98",4.85,8,0.00601,202,0.401
"99",4.9,8,0.00607,204,0.405
"100",4.95,8,0.00614,206,0.409
"101",5,8,0.0062,208,0.413
"102",5.05,8,0.00626,210,0.418
"103",5.1,8,0.00633,212,0.422
"104",5.15,8,0.00639,214,0.426
"105",5.2,8,0.00645,216,0.43
"106",5.25,8,0.00652,218,0.434
"107",5.3,9,0.00658,220,0.438
"108",5.35,9,0.00664,221,0.442
"109",5.4,9,0.0067,224,0.447
"110",5.45,9,0.00677,226,0.451
"111",5.5,9,0.00683,228,0.455
"112",5.55,9,0.00689,230,0.459
"113",5.6,9,0.00696,232,0.463
"114",5.65,9,0.00702,234,0.468
"115",5.7,9,0.00708,236,0.472
"116",5.75,9,0.00715,238,0.476
"117",5.8,9,0.00721,240,0.48
"118",5.85,9,0.00727,242,0.484
"119",5.9,9,0.00733,244,0.488
"120",5.95,10,0.0074,246,0.492
"121",6,10,0.00746,247,0.497
"122",6.05,10,0.00752,249,0.501
"123",6.1,10,0.00758,251,0.505
"124",6.15,10,0.00765,253,0.509
"125",6.2,10,0.00771,255,0.513
"126",6.25,10,0.00777,257,0.517
"127",6.3,10,0.00783,258,0.522
"128",6.35,10,0.0079,260,0.526
"129",6.4,10,0.00796,262,0.53
"130",6.45,10,0.00802,264,0.534
"131",6.5,10,0.00809,266,0.538
"132",6.55,10,0.00815,268,0.542
"133",6.6,10,0.00821,270,0.547
"134",6.65,11,0.00827,272,0.551
"135",6.7,11,0.00834,274,0.555
"136",6.75,11,0.0084,276,0.559
"137",6.8,11,0.00847,278,0.563
"138",6.85,11,0.00853,280,0.568
"139",6.9,11,0.0086,281,0.572
"140",6.95,11,0.00866,284,0.576
"141",7,11,0.00872,285,0.58
"142",7.05,11,0.00879,287,0.584
"143",7.1,11,0.00885,289,0.588
"144",7.15,11,0.00892,291,0.592
"145",7.2,11,0.00898,293,0.597
"146",7.25,11,0.00904,295,0.601
"147",7.3,11,0.0091,297,0.605
"148",7.35,12,0.00917,298,0.609
"149",7.4,12,0.00923,300,0.613
"150",7.45,12,0.0093,302,0.617
"151",7.5,12,0.00937,303,0.622
"152",7.55,12,0.00943,305,0.626
"153",7.6,12,0.0095,307,0.63
"154",7.65,12,0.00956,309,0.634
"155",7.7,12,0.00962,311,0.638
"156",7.75,12,0.00969,313,0.642
"157",7.8,12,0.00975,314,0.647
"158",7.85,12,0.00982,316,0.651
"159",7.9,12,0.00989,317,0.655
"160",7.95,12,0.00995,319,0.659
"161",8,12,0.01001,321,0.663
"162",8.05,13,0.01008,323,0.668
"163",8.1,13,0.01015,325,0.672
"164",8.15,13,0.01021,326,0.676
"165",8.2,13,0.01028,328,0.68
"166",8.25,13,0.01034,330,0.684
"167",8.3,13,0.01041,332,0.688
"168",8.35,13,0.01048,333,0.692
"169",8.4,13,0.01055,335,0.697
"170",8.45,13,0.01062,337,0.701
"171",8.5,13,0.01069,338,0.705
"172",8.55,13,0.01076,340,0.709
"173",8.6,13,0.01082,342,0.713
"174",8.65,13,0.01089,343,0.717
"175",8.7,13,0.01096,345,0.722
"176",8.75,13,0.01103,346,0.726
"177",8.8,13,0.01109,348,0.73
"178",8.85,14,0.01117,349,0.734
"179",8.9,14,0.01123,351,0.738
"180",8.95,14,0.0113,352,0.742
"181",9,14,0.01138,354,0.747
"182",9.05,14,0.01145,356,0.751
"183",9.1,14,0.01152,357,0.755
"184",9.15,14,0.01159,359,0.759
"185",9.2,14,0.01166,360,0.763
"186",9.25,14,0.01173,362,0.768
"187",9.3,14,0.01181,363,0.772
"188",9.35,14,0.01188,365,0.776
"189",9.4,14,0.01195,366,0.78
"190",9.45,14,0.01203,368,0.784
"191",9.5,14,0.0121,369,0.788
"192",9.55,14,0.01218,370,0.792
"193",9.6,14,0.01225,372,0.797
"194",9.65,14,0.01233,373,0.801
"195",9.7,15,0.01241,374,0.805
"196",9.75,15,0.01248,375,0.809
"197",9.8,15,0.01256,377,0.813
"198",9.85,15,0.01264,378,0.817
"199",9.9,15,0.01272,379,0.822
"200",9.95,15,0.0128,381,0.826
"201",10,15,0.01288,381,0.83
"202",10.05,15,0.01297,383,0.834
"203",10.1,15,0.01305,383,0.838
"204",10.15,15,0.01314,385,0.842
"205",10.2,15,0.01322,385,0.847
"206",10.25,15,0.01331,386,0.851
"207",10.3,15,0.0134,387,0.855
"208",10.35,15,0.01349,388,0.859
"209",10.4,15,0.01357,389,0.863
"210",10.45,15,0.01367,389,0.868
"211",10.5,15,0.01376,390,0.872
"212",10.55,15,0.01386,390,0.876
"213",10.6,15,0.01396,391,0.88
"214",10.65,15,0.01406,391,0.884
"215",10.7,15,0.01416,391,0.888
"216",10.75,15,0.01426,392,0.892
"217",10.8,15,0.01438,392,0.897
"218",10.85,15,0.01448,392,0.901
"219",10.9,15,0.01458,392,0.905
"220",10.95,15,0.0147,392,0.909
"221",11,15,0.01481,392,0.913
"222",11.05,15,0.01493,392,0.918
"223",11.1,15,0.01505,392,0.922
"224",11.15,15,0.01517,392,0.926
"225",11.2,15,0.01529,392,0.93
"226",11.25,15,0.01541,391,0.934
"227",11.3,15,0.01554,391,0.938
"228",11.35,15,0.01567,391,0.942
"229",11.4,15,0.0158,391,0.947
"230",11.45,15,0.01593,391,0.951
"231",11.5,15,0.01607,391,0.955
"232",11.55,15,0.0162,390,0.959
"233",11.6,15,0.01634,390,0.963
"234",11.65,15,0.01648,389,0.967
"235",11.7,15,0.01662,389,0.972
"236",11.75,15,0.01677,389,0.976
"237",11.8,15,0.01692,389,0.98
"238",11.85,15,0.01707,388,0.984
"239",11.9,15,0.01723,387,0.988
"240",11.95,15,0.0174,387,0.992
"241",12,15,0.01757,386,0.997
"242",12.05,15,0.01776,385,1.001
"243",12.1,15,0.01795,384,1.005
"244",12.15,15,0.01815,383,1.009
"245",12.2,15,0.01837,383,1.013
"246",12.25,15,0.0186,381,1.017
"247",12.3,15,0.01882,381,1.022
"248",12.35,15,0.01906,379,1.026
"249",12.4,15,0.0193,378,1.03
"250",12.45,15,0.01953,377,1.034
"251",12.5,15,0.01977,376,1.038
"252",12.55,15,0.02,375,1.043
"253",12.6,14,0.02024,374,1.047
"254",12.65,14,0.02046,372,1.051
"255",12.7,14,0.0207,371,1.055
"256",12.75,14,0.02092,370,1.059
"257",12.8,14,0.02114,369,1.063
"258",12.85,14,0.02136,368,1.067
"259",12.9,14,0.02157,367,1.072
"260",12.95,14,0.02178,366,1.076
"261",13,14,0.02199,365,1.08
"262",13.05,14,0.02218,364,1.084
"263",13.1,14,0.02238,364,1.088
"264",13.15,14,0.02258,363,1.093
"265",13.2,14,0.02278,362,1.097
"266",13.25,14,0.02296,361,1.101
"267",13.3,14,0.02315,360,1.105
"268",13.35,14,0.02334,360,1.109
"269",13.4,14,0.02352,359,1.113
"270",13.45,14,0.02371,358,1.118
"271",13.5,14,0.02389,358,1.122
"272",13.55,14,0.02407,357,1.126
"273",13.6,14,0.02425,356,1.13
"274",13.65,14,0.02443,356,1.134
"275",13.7,14,0.0246,356,1.138
"276",13.75,14,0.02478,355,1.142
"277",13.8,14,0.02496,354,1.147
"278",13.85,14,0.02513,354,1.151
"279",13.9,14,0.0253,354,1.155
"280",13.95,14,0.02547,353,1.159
"281",14,14,0.02564,352,1.163
"282",14.05,14,0.02581,352,1.168
"283",14.1,14,0.02597,352,1.172
"284",14.15,14,0.02614,351,1.176
"285",14.2,14,0.0263,350,1.18
"286",14.25,14,0.02646,350,1.184
"287",14.3,14,0.02663,350,1.188
"288",14.35,14,0.02679,350,1.192
"289",14.4,14,0.02696,349,1.197
"290",14.45,14,0.02712,349,1.201
"291",14.5,13,0.02728,348,1.205
"292",14.55,13,0.02744,348,1.209
"293",14.6,13,0.0276,348,1.213
"294",14.65,13,0.02776,348,1.217
"295",14.7,13,0.02792,348,1.222
"296",14.75,13,0.02807,347,1.226
"297",14.8,13,0.02824,347,1.23
"298",14.85,13,0.0284,346,1.234
"299",14.9,13,0.02855,346,1.238
"300",14.95,13,0.02873,346,1.243
"301",15,13,0.02889,346,1.247
"302",15.05,13,0.02905,345,1.251
"303",15.1,13,0.02921,345,1.255
"304",15.15,13,0.02935,345,1.259
"305",15.2,13,0.02952,344,1.263
"306",15.25,13,0.02968,344,1.267
"307",15.3,13,0.02982,344,1.272
"308",15.35,13,0.02998,344,1.276
