"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,4e-05,9,0
"2",0.05,0,4e-05,9,0.003
"3",0.1,0,4e-05,9,0.007
"4",0.15,0,4e-05,9,0.011
"5",0.2,0,4e-05,9,0.015
"6",0.25,0,7e-05,11,0.019
"7",0.3,1,0.00013,15,0.024
"8",0.35,1,0.00019,19,0.028
"9",0.4,1,0.00024,22,0.032
"10",0.45,1,3e-04,26,0.036
"11",0.5,1,0.00036,30,0.04
"12",0.55,1,0.00041,34,0.044
"13",0.6,1,0.00047,38,0.049
"14",0.65,2,0.00053,42,0.053
"15",0.7,2,0.00059,46,0.057
"16",0.75,2,0.00065,50,0.061
"17",0.8,2,7e-04,54,0.065
"18",0.85,2,0.00076,58,0.069
"19",0.9,2,0.00082,62,0.074
"20",0.95,3,0.00088,65,0.078
"21",1,3,0.00094,69,0.082
"22",1.05,3,0.001,73,0.086
"23",1.1,3,0.00106,77,0.09
"24",1.15,3,0.00112,81,0.094
"25",1.2,3,0.00117,85,0.099
"26",1.25,3,0.00123,89,0.103
"27",1.3,4,0.00129,93,0.107
"28",1.35,4,0.00134,96,0.111
"29",1.4,4,0.0014,100,0.115
"30",1.45,4,0.00146,104,0.119
"31",1.5,4,0.00152,107,0.124
"32",1.55,4,0.00157,111,0.128
"33",1.6,4,0.00163,115,0.132
"34",1.65,5,0.00169,119,0.136
"35",1.7,5,0.00175,123,0.14
"36",1.75,5,0.00181,127,0.144
"37",1.8,5,0.00186,130,0.149
"38",1.85,5,0.00192,134,0.153
"39",1.9,5,0.00198,138,0.157
"40",1.95,5,0.00204,142,0.161
"41",2,6,0.00209,146,0.165
"42",2.05,6,0.00215,149,0.169
"43",2.1,6,0.00221,153,0.174
"44",2.15,6,0.00227,156,0.178
"45",2.2,6,0.00232,160,0.182
"46",2.25,6,0.00236,163,0.186
"47",2.3,6,0.00242,167,0.19
"48",2.35,7,0.00247,170,0.194
"49",2.4,7,0.00253,174,0.199
"50",2.45,7,0.00259,178,0.203
"51",2.5,7,0.00264,181,0.207
"52",2.55,7,0.0027,185,0.211
"53",2.6,7,0.00275,189,0.215
"54",2.65,7,0.00281,193,0.219
"55",2.7,8,0.00287,196,0.224
"56",2.75,8,0.00293,200,0.228
"57",2.8,8,0.00298,203,0.232
"58",2.85,8,0.00304,207,0.236
"59",2.9,8,0.00309,211,0.24
"60",2.95,8,0.00315,214,0.244
"61",3,8,0.00321,218,0.249
"62",3.05,9,0.00326,221,0.253
"63",3.1,9,0.00332,225,0.257
"64",3.15,9,0.00337,229,0.261
"65",3.2,9,0.00343,232,0.265
"66",3.25,9,0.00349,236,0.269
"67",3.3,9,0.00354,240,0.274
"68",3.35,9,0.0036,243,0.278
"69",3.4,10,0.00365,247,0.282
"70",3.45,10,0.0037,250,0.286
"71",3.5,10,0.00376,254,0.29
"72",3.55,10,0.00382,258,0.294
"73",3.6,10,0.00387,261,0.299
"74",3.65,10,0.00393,264,0.303
"75",3.7,10,0.00399,268,0.307
"76",3.75,11,0.00404,272,0.311
"77",3.8,11,0.0041,276,0.315
"78",3.85,11,0.00416,279,0.319
"79",3.9,11,0.00421,283,0.324
"80",3.95,11,0.00426,287,0.328
"81",4,11,0.00432,290,0.332
"82",4.05,11,0.00437,293,0.336
"83",4.1,11,0.00443,297,0.34
"84",4.15,12,0.00449,300,0.344
"85",4.2,12,0.00454,304,0.349
"86",4.25,12,0.0046,307,0.353
"87",4.3,12,0.00465,311,0.357
"88",4.35,12,0.00471,314,0.361
"89",4.4,12,0.00476,318,0.365
"90",4.45,12,0.00482,321,0.369
"91",4.5,13,0.00487,325,0.374
"92",4.55,13,0.00493,329,0.378
"93",4.6,13,0.00499,332,0.382
"94",4.65,13,0.00504,336,0.386
"95",4.7,13,0.0051,339,0.39
"96",4.75,13,0.00515,342,0.394
"97",4.8,13,0.00521,346,0.399
"98",4.85,14,0.00527,350,0.403
"99",4.9,14,0.00532,353,0.407
"100",4.95,14,0.00538,356,0.411
"101",5,14,0.00543,360,0.415
"102",5.05,14,0.00549,363,0.419
"103",5.1,14,0.00554,367,0.424
"104",5.15,14,0.00559,370,0.428
"105",5.2,14,0.00565,374,0.432
"106",5.25,15,0.0057,377,0.436
"107",5.3,15,0.00576,381,0.44
"108",5.35,15,0.00581,384,0.444
"109",5.4,15,0.00586,387,0.449
"110",5.45,15,0.00592,391,0.453
"111",5.5,15,0.00598,394,0.457
"112",5.55,15,0.00603,397,0.461
"113",5.6,16,0.00608,401,0.465
"114",5.65,16,0.00614,404,0.469
"115",5.7,16,0.00619,407,0.474
"116",5.75,16,0.00625,411,0.478
"117",5.8,16,0.00631,415,0.482
"118",5.85,16,0.00636,418,0.486
"119",5.9,16,0.00641,421,0.49
"120",5.95,16,0.00647,425,0.494
"121",6,17,0.00652,428,0.499
"122",6.05,17,0.00658,432,0.503
"123",6.1,17,0.00663,435,0.507
"124",6.15,17,0.00668,438,0.511
"125",6.2,17,0.00674,442,0.515
"126",6.25,17,0.00679,444,0.519
"127",6.3,17,0.00685,448,0.524
"128",6.35,17,0.0069,451,0.528
"129",6.4,18,0.00695,454,0.532
"130",6.45,18,0.00701,458,0.536
"131",6.5,18,0.00706,461,0.54
"132",6.55,18,0.00712,464,0.544
"133",6.6,18,0.00717,468,0.549
"134",6.65,18,0.00722,470,0.553
"135",6.7,18,0.00727,474,0.557
"136",6.75,18,0.00732,477,0.561
"137",6.8,19,0.00738,481,0.565
"138",6.85,19,0.00743,484,0.569
"139",6.9,19,0.00749,487,0.574
"140",6.95,19,0.00754,491,0.578
"141",7,19,0.0076,494,0.582
"142",7.05,19,0.00765,497,0.586
"143",7.1,19,0.0077,500,0.59
"144",7.15,20,0.00776,503,0.594
"145",7.2,20,0.00781,507,0.599
"146",7.25,20,0.00786,509,0.603
"147",7.3,20,0.00792,513,0.607
"148",7.35,20,0.00797,516,0.611
"149",7.4,20,0.00803,519,0.615
"150",7.45,20,0.00808,523,0.619
"151",7.5,20,0.00813,525,0.624
"152",7.55,20,0.00819,529,0.628
"153",7.6,21,0.00824,532,0.632
"154",7.65,21,0.0083,535,0.636
"155",7.7,21,0.00835,539,0.64
"156",7.75,21,0.0084,542,0.644
"157",7.8,21,0.00846,546,0.649
"158",7.85,21,0.00851,548,0.653
"159",7.9,21,0.00856,552,0.657
"160",7.95,22,0.00862,555,0.661
"161",8,22,0.00867,558,0.665
"162",8.05,22,0.00873,561,0.669
"163",8.1,22,0.00878,564,0.674
"164",8.15,22,0.00883,568,0.678
"165",8.2,22,0.00889,570,0.682
"166",8.25,22,0.00894,573,0.686
"167",8.3,22,0.00899,576,0.69
"168",8.35,22,0.00905,579,0.694
"169",8.4,23,0.0091,583,0.699
"170",8.45,23,0.00915,586,0.703
"171",8.5,23,0.00921,589,0.707
"172",8.55,23,0.00926,592,0.711
"173",8.6,23,0.00931,595,0.715
"174",8.65,23,0.00937,599,0.719
"175",8.7,23,0.00942,601,0.724
"176",8.75,23,0.00948,605,0.728
"177",8.8,24,0.00953,608,0.732
"178",8.85,24,0.00958,611,0.736
"179",8.9,24,0.00964,614,0.74
"180",8.95,24,0.0097,617,0.744
"181",9,24,0.00974,620,0.749
"182",9.05,24,0.0098,623,0.753
"183",9.1,24,0.00985,626,0.757
"184",9.15,24,0.00991,630,0.761
"185",9.2,25,0.00996,633,0.765
"186",9.25,25,0.01002,636,0.769
"187",9.3,25,0.01007,638,0.774
"188",9.35,25,0.01012,642,0.778
"189",9.4,25,0.01018,645,0.782
"190",9.45,25,0.01023,648,0.786
"191",9.5,25,0.01028,651,0.79
"192",9.55,25,0.01034,654,0.794
"193",9.6,25,0.01039,657,0.799
"194",9.65,26,0.01045,660,0.803
"195",9.7,26,0.0105,663,0.807
"196",9.75,26,0.01055,666,0.811
"197",9.8,26,0.01061,669,0.815
"198",9.85,26,0.01066,672,0.819
"199",9.9,26,0.01072,675,0.824
"200",9.95,26,0.01077,678,0.828
"201",10,26,0.01082,681,0.832
"202",10.05,27,0.01088,684,0.836
"203",10.1,27,0.01093,687,0.84
"204",10.15,27,0.01098,690,0.844
"205",10.2,27,0.01103,693,0.849
"206",10.25,27,0.01109,695,0.853
"207",10.3,27,0.01114,698,0.857
"208",10.35,27,0.01119,701,0.861
"209",10.4,27,0.01125,704,0.865
"210",10.45,27,0.0113,707,0.869
"211",10.5,28,0.01135,710,0.874
"212",10.55,28,0.0114,713,0.878
"213",10.6,28,0.01146,716,0.882
"214",10.65,28,0.01151,719,0.886
"215",10.7,28,0.01156,722,0.89
"216",10.75,28,0.01163,725,0.894
"217",10.8,28,0.01168,728,0.899
"218",10.85,28,0.01173,731,0.903
"219",10.9,28,0.01179,734,0.907
"220",10.95,29,0.01184,737,0.911
"221",11,29,0.0119,740,0.915
"222",11.05,29,0.01195,743,0.919
"223",11.1,29,0.01201,746,0.924
"224",11.15,29,0.01206,748,0.928
"225",11.2,29,0.01212,752,0.932
"226",11.25,29,0.01217,754,0.936
"227",11.3,29,0.01222,757,0.94
"228",11.35,29,0.01228,760,0.944
"229",11.4,30,0.01233,762,0.949
"230",11.45,30,0.01239,766,0.953
"231",11.5,30,0.01244,768,0.957
"232",11.55,30,0.01249,771,0.961
"233",11.6,30,0.01254,774,0.965
"234",11.65,30,0.0126,777,0.969
"235",11.7,30,0.01266,780,0.974
"236",11.75,30,0.01271,783,0.978
"237",11.8,30,0.01276,785,0.982
"238",11.85,31,0.01282,789,0.986
"239",11.9,31,0.01287,791,0.99
"240",11.95,31,0.01293,794,0.994
"241",12,31,0.01298,797,0.999
"242",12.05,31,0.01304,799,1.003
"243",12.1,31,0.01309,803,1.007
"244",12.15,31,0.01314,805,1.011
"245",12.2,31,0.0132,807,1.015
"246",12.25,31,0.01325,811,1.019
"247",12.3,32,0.0133,813,1.024
"248",12.35,32,0.01336,816,1.028
"249",12.4,32,0.01341,819,1.032
"250",12.45,32,0.01347,821,1.036
"251",12.5,32,0.01352,824,1.04
"252",12.55,32,0.01357,827,1.044
"253",12.6,32,0.01363,830,1.049
"254",12.65,32,0.01368,832,1.053
"255",12.7,32,0.01374,836,1.057
"256",12.75,32,0.01379,838,1.061
"257",12.8,33,0.01384,841,1.065
"258",12.85,33,0.0139,843,1.069
"259",12.9,33,0.01395,846,1.074
"260",12.95,33,0.01401,849,1.078
"261",13,33,0.01406,852,1.082
"262",13.05,33,0.01412,854,1.086
"263",13.1,33,0.01417,857,1.09
"264",13.15,33,0.01423,860,1.094
"265",13.2,33,0.01428,862,1.099
"266",13.25,34,0.01434,865,1.103
"267",13.3,34,0.0144,868,1.107
"268",13.35,34,0.01446,870,1.111
"269",13.4,34,0.0145,872,1.115
"270",13.45,34,0.01456,875,1.119
"271",13.5,34,0.01462,878,1.124
"272",13.55,34,0.01467,881,1.128
"273",13.6,34,0.01472,883,1.132
"274",13.65,34,0.01478,886,1.136
"275",13.7,34,0.01483,889,1.14
"276",13.75,35,0.01489,891,1.144
"277",13.8,35,0.01495,894,1.149
"278",13.85,35,0.015,896,1.153
"279",13.9,35,0.01505,899,1.157
"280",13.95,35,0.01511,901,1.161
"281",14,35,0.01516,904,1.165
"282",14.05,35,0.01521,906,1.169
"283",14.1,35,0.01527,909,1.174
"284",14.15,35,0.01533,911,1.178
"285",14.2,35,0.01538,914,1.182
"286",14.25,36,0.01543,917,1.186
"287",14.3,36,0.01549,919,1.19
"288",14.35,36,0.01554,921,1.194
"289",14.4,36,0.01559,924,1.199
"290",14.45,36,0.01565,927,1.203
"291",14.5,36,0.0157,929,1.207
"292",14.55,36,0.01576,932,1.211
"293",14.6,36,0.01582,934,1.215
"294",14.65,36,0.01587,937,1.219
"295",14.7,36,0.01592,939,1.224
"296",14.75,36,0.01598,942,1.228
"297",14.8,37,0.01603,944,1.232
"298",14.85,37,0.01608,946,1.236
"299",14.9,37,0.01614,949,1.24
"300",14.95,37,0.0162,951,1.244
"301",15,37,0.01625,954,1.249
"302",15.05,37,0.01631,956,1.253
"303",15.1,37,0.01636,958,1.257
"304",15.15,37,0.01641,961,1.261
"305",15.2,37,0.01647,964,1.265
"306",15.25,37,0.01653,966,1.269
"307",15.3,38,0.01658,968,1.274
"308",15.35,38,0.01664,970,1.278
"309",15.4,38,0.01669,973,1.282
"310",15.45,38,0.01674,975,1.286
"311",15.5,38,0.0168,978,1.29
"312",15.55,38,0.01686,980,1.294
"313",15.6,38,0.01691,983,1.299
"314",15.65,38,0.01696,985,1.303
"315",15.7,38,0.01703,987,1.307
"316",15.75,38,0.01708,989,1.311
"317",15.8,38,0.01713,992,1.315
"318",15.85,39,0.01719,994,1.319
"319",15.9,39,0.01724,997,1.324
"320",15.95,39,0.0173,999,1.328
"321",16,39,0.01736,1001,1.332
"322",16.05,39,0.01741,1003,1.336
"323",16.1,39,0.01746,1005,1.34
"324",16.15,39,0.01752,1008,1.344
"325",16.2,39,0.01757,1010,1.349
"326",16.25,39,0.01763,1013,1.353
"327",16.3,39,0.01769,1015,1.357
"328",16.35,39,0.01774,1017,1.361
"329",16.4,39,0.0178,1019,1.365
"330",16.45,40,0.01785,1021,1.369
"331",16.5,40,0.01791,1023,1.374
"332",16.55,40,0.01796,1025,1.378
"333",16.6,40,0.01802,1028,1.382
"334",16.65,40,0.01807,1030,1.386
"335",16.7,40,0.01813,1032,1.39
"336",16.75,40,0.01818,1034,1.394
"337",16.8,40,0.01824,1037,1.399
"338",16.85,40,0.01831,1039,1.403
"339",16.9,40,0.01835,1041,1.407
"340",16.95,40,0.01841,1043,1.411
"341",17,40,0.01847,1045,1.415
"342",17.05,41,0.01852,1048,1.419
"343",17.1,41,0.01858,1050,1.424
"344",17.15,41,0.01864,1052,1.428
"345",17.2,41,0.01869,1054,1.432
"346",17.25,41,0.01876,1056,1.436
"347",17.3,41,0.01881,1058,1.44
"348",17.35,41,0.01887,1060,1.444
"349",17.4,41,0.01893,1062,1.449
"350",17.45,41,0.01898,1064,1.453
"351",17.5,41,0.01904,1066,1.457
"352",17.55,41,0.01909,1068,1.461
"353",17.6,41,0.01915,1070,1.465
"354",17.65,42,0.01921,1072,1.469
"355",17.7,42,0.01926,1074,1.474
"356",17.75,42,0.01933,1076,1.478
"357",17.8,42,0.01938,1079,1.482
"358",17.85,42,0.01944,1081,1.486
"359",17.9,42,0.01951,1083,1.49
"360",17.95,42,0.01956,1084,1.494
"361",18,42,0.01962,1086,1.499
"362",18.05,42,0.01967,1088,1.503
"363",18.1,42,0.01974,1090,1.507
"364",18.15,42,0.0198,1092,1.511
"365",18.2,42,0.01985,1094,1.515
"366",18.25,42,0.01991,1095,1.519
"367",18.3,43,0.01996,1097,1.524
"368",18.35,43,0.02003,1099,1.528
"369",18.4,43,0.02009,1101,1.532
"370",18.45,43,0.02014,1103,1.536
"371",18.5,43,0.02021,1105,1.54
"372",18.55,43,0.02026,1107,1.544
"373",18.6,43,0.02033,1109,1.549
"374",18.65,43,0.02038,1110,1.553
"375",18.7,43,0.02044,1112,1.557
"376",18.75,43,0.0205,1114,1.561
"377",18.8,43,0.02057,1115,1.565
"378",18.85,43,0.02062,1117,1.569
"379",18.9,43,0.02069,1119,1.574
"380",18.95,43,0.02075,1121,1.578
"381",19,44,0.02081,1123,1.582
"382",19.05,44,0.02087,1125,1.586
"383",19.1,44,0.02093,1126,1.59
"384",19.15,44,0.021,1128,1.594
