"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,1e-05,5,0
"2",0.05,0,1e-05,5,0.003
"3",0.1,0,1e-05,5,0.007
"4",0.15,0,2e-05,5,0.011
"5",0.2,0,9e-05,8,0.015
"6",0.25,0,0.00016,11,0.019
"7",0.3,1,0.00022,14,0.023
"8",0.35,1,0.00029,17,0.028
"9",0.4,1,0.00035,19,0.032
"10",0.45,1,0.00041,22,0.036
"11",0.5,1,0.00047,25,0.04
"12",0.55,1,0.00054,28,0.044
"13",0.6,1,0.00061,31,0.048
"14",0.65,1,0.00067,34,0.053
"15",0.7,1,0.00074,36,0.057
"16",0.75,2,0.00081,40,0.061
"17",0.8,2,0.00087,42,0.065
"18",0.85,2,0.00094,45,0.069
"19",0.9,2,0.00101,48,0.073
"20",0.95,2,0.00108,51,0.078
"21",1,2,0.00115,54,0.082
"22",1.05,2,0.00121,57,0.086
"23",1.1,2,0.00128,60,0.09
"24",1.15,2,0.00134,62,0.094
"25",1.2,3,0.00141,65,0.098
"26",1.25,3,0.00148,68,0.103
"27",1.3,3,0.00155,71,0.107
"28",1.35,3,0.00161,74,0.111
"29",1.4,3,0.00168,77,0.115
"30",1.45,3,0.00174,79,0.119
"31",1.5,3,0.00181,82,0.123
"32",1.55,3,0.00187,85,0.128
"33",1.6,3,0.00194,87,0.132
"34",1.65,4,0.00201,91,0.136
"35",1.7,4,0.00207,93,0.14
"36",1.75,4,0.00214,96,0.144
"37",1.8,4,0.0022,99,0.148
"38",1.85,4,0.00227,101,0.153
"39",1.9,4,0.00234,105,0.157
"40",1.95,4,0.0024,107,0.161
"41",2,4,0.00247,110,0.165
"42",2.05,4,0.00253,113,0.169
"43",2.1,4,0.00259,115,0.173
"44",2.15,5,0.00265,118,0.178
"45",2.2,5,0.00271,121,0.182
"46",2.25,5,0.00278,123,0.186
"47",2.3,5,0.00284,126,0.19
"48",2.35,5,0.0029,129,0.194
"49",2.4,5,0.00297,132,0.198
"50",2.45,5,0.00303,134,0.203
"51",2.5,5,0.00309,137,0.207
"52",2.55,5,0.00316,140,0.211
"53",2.6,6,0.00322,142,0.215
"54",2.65,6,0.00328,145,0.219
"55",2.7,6,0.00335,148,0.223
"56",2.75,6,0.00341,150,0.228
"57",2.8,6,0.00347,153,0.232
"58",2.85,6,0.00354,156,0.236
"59",2.9,6,0.0036,158,0.24
"60",2.95,6,0.00367,161,0.244
"61",3,6,0.00373,164,0.248
"62",3.05,6,0.0038,166,0.253
"63",3.1,7,0.00386,170,0.257
"64",3.15,7,0.00393,172,0.261
"65",3.2,7,0.00399,175,0.265
"66",3.25,7,0.00405,177,0.269
"67",3.3,7,0.00412,181,0.273
"68",3.35,7,0.00418,183,0.278
"69",3.4,7,0.00424,186,0.282
"70",3.45,7,0.00431,189,0.286
"71",3.5,7,0.00437,191,0.29
"72",3.55,8,0.00444,194,0.294
"73",3.6,8,0.0045,197,0.298
"74",3.65,8,0.00456,199,0.303
"75",3.7,8,0.00463,201,0.307
"76",3.75,8,0.00469,205,0.311
"77",3.8,8,0.00475,207,0.315
"78",3.85,8,0.00482,209,0.319
"79",3.9,8,0.00488,213,0.323
"80",3.95,8,0.00494,215,0.328
"81",4,8,0.00501,218,0.332
"82",4.05,9,0.00507,221,0.336
"83",4.1,9,0.00514,223,0.34
"84",4.15,9,0.0052,226,0.344
"85",4.2,9,0.00527,229,0.348
"86",4.25,9,0.00533,231,0.353
"87",4.3,9,0.00539,234,0.357
"88",4.35,9,0.00546,237,0.361
"89",4.4,9,0.00552,239,0.365
"90",4.45,9,0.00559,242,0.369
"91",4.5,9,0.00565,244,0.373
"92",4.55,10,0.00571,247,0.378
"93",4.6,10,0.00577,250,0.382
"94",4.65,10,0.00583,252,0.386
"95",4.7,10,0.0059,255,0.39
"96",4.75,10,0.00596,258,0.394
"97",4.8,10,0.00602,260,0.398
"98",4.85,10,0.00609,263,0.403
"99",4.9,10,0.00615,266,0.407
"100",4.95,10,0.00621,268,0.411
"101",5,11,0.00628,271,0.415
"102",5.05,11,0.00634,274,0.419
"103",5.1,11,0.00641,277,0.423
"104",5.15,11,0.00647,279,0.428
