"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,0.00021,3,0.008
"2",0.05,0,0.00021,3,0.009
"3",0.1,0,0.00021,3,0.014
"4",0.15,0,0.00021,3,0.018
"5",0.2,0,0.00025,6,0.022
"6",0.25,0,0.00031,10,0.026
"7",0.3,1,0.00037,14,0.03
"8",0.35,1,0.00043,17,0.034
"9",0.4,1,0.00049,21,0.038
"10",0.45,1,0.00054,25,0.043
"11",0.5,1,6e-04,29,0.047
"12",0.55,1,0.00066,32,0.051
"13",0.6,1,0.00072,36,0.055
"14",0.65,2,0.00077,40,0.059
"15",0.7,2,0.00083,44,0.064
"16",0.75,2,0.00089,48,0.068
"17",0.8,2,0.00095,51,0.072
"18",0.85,2,0.00101,55,0.076
"19",0.9,2,0.00106,58,0.08
"20",0.95,2,0.00112,62,0.084
"21",1,3,0.00118,66,0.088
"22",1.05,3,0.00124,70,0.093
"23",1.1,3,0.00129,73,0.097
"24",1.15,3,0.00135,77,0.101
"25",1.2,3,0.00141,81,0.105
"26",1.25,3,0.00146,85,0.109
"27",1.3,3,0.00152,88,0.114
"28",1.35,4,0.00157,91,0.118
"29",1.4,4,0.00163,95,0.122
"30",1.45,4,0.00169,99,0.126
"31",1.5,4,0.00174,102,0.13
"32",1.55,4,0.0018,106,0.134
"33",1.6,4,0.00186,110,0.139
"34",1.65,4,0.00191,113,0.143
"35",1.7,5,0.00196,117,0.147
"36",1.75,5,0.00203,120,0.151
"37",1.8,5,0.00208,124,0.155
"38",1.85,5,0.00214,128,0.159
"39",1.9,5,0.00219,132,0.164
"40",1.95,5,0.00225,135,0.168
"41",2,5,0.00231,138,0.172
"42",2.05,6,0.00236,142,0.176
"43",2.1,6,0.00242,146,0.18
"44",2.15,6,0.00248,149,0.184
"45",2.2,6,0.00253,153,0.188
"46",2.25,6,0.00259,156,0.193
"47",2.3,6,0.00264,160,0.197
"48",2.35,6,0.0027,164,0.201
"49",2.4,6,0.00276,167,0.205
"50",2.45,7,0.00281,170,0.209
"51",2.5,7,0.00287,174,0.214
"52",2.55,7,0.00293,178,0.218
"53",2.6,7,0.00298,181,0.222
"54",2.65,7,0.00304,185,0.226
"55",2.7,7,0.0031,189,0.23
"56",2.75,7,0.00315,192,0.234
"57",2.8,8,0.00321,196,0.238
"58",2.85,8,0.00327,199,0.243
"59",2.9,8,0.00332,203,0.247
"60",2.95,8,0.00338,206,0.251
"61",3,8,0.00343,209,0.255
"62",3.05,8,0.00349,213,0.259
"63",3.1,8,0.00354,217,0.264
"64",3.15,9,0.0036,219,0.268
"65",3.2,9,0.00365,223,0.272
"66",3.25,9,0.0037,227,0.276
"67",3.3,9,0.00375,230,0.28
"68",3.35,9,0.00381,234,0.284
"69",3.4,9,0.00386,237,0.289
"70",3.45,9,0.00392,240,0.293
"71",3.5,9,0.00397,244,0.297
"72",3.55,10,0.00402,247,0.301
"73",3.6,10,0.00408,250,0.305
"74",3.65,10,0.00414,254,0.309
"75",3.7,10,0.00419,257,0.314
"76",3.75,10,0.00424,260,0.318
