"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,3e-05,7,0
"2",0.05,0,3e-05,7,0.003
"3",0.1,0,3e-05,7,0.007
"4",0.15,0,3e-05,8,0.011
"5",0.2,0,3e-05,8,0.015
"6",0.25,0,5e-05,9,0.019
"7",0.3,0,1e-04,13,0.023
"8",0.35,1,0.00016,16,0.028
"9",0.4,1,0.00022,20,0.032
"10",0.45,1,0.00028,23,0.036
"11",0.5,1,0.00033,28,0.04
"12",0.55,1,0.00039,31,0.044
"13",0.6,1,0.00045,35,0.048
"14",0.65,1,0.00051,38,0.053
"15",0.7,2,0.00056,42,0.057
"16",0.75,2,0.00062,46,0.061
"17",0.8,2,0.00068,49,0.065
"18",0.85,2,0.00074,53,0.069
"19",0.9,2,0.00079,57,0.073
"20",0.95,2,0.00085,60,0.078
"21",1,2,0.00091,64,0.082
"22",1.05,3,0.00097,68,0.086
"23",1.1,3,0.00102,71,0.09
"24",1.15,3,0.00108,75,0.094
"25",1.2,3,0.00114,79,0.098
"26",1.25,3,0.00119,82,0.103
"27",1.3,3,0.00125,86,0.107
"28",1.35,3,0.0013,89,0.111
"29",1.4,4,0.00136,93,0.115
"30",1.45,4,0.00142,96,0.119
"31",1.5,4,0.00147,100,0.123
"32",1.55,4,0.00153,103,0.128
"33",1.6,4,0.00158,107,0.132
"34",1.65,4,0.00164,110,0.136
"35",1.7,4,0.0017,113,0.14
"36",1.75,5,0.00175,117,0.144
"37",1.8,5,0.0018,121,0.148
"38",1.85,5,0.00186,124,0.153
"39",1.9,5,0.00191,128,0.157
"40",1.95,5,0.00197,131,0.161
"41",2,5,0.00203,134,0.165
"42",2.05,5,0.00208,138,0.169
"43",2.1,5,0.00214,142,0.173
"44",2.15,6,0.00219,145,0.178
"45",2.2,6,0.00224,148,0.182
"46",2.25,6,0.0023,152,0.186
"47",2.3,6,0.00235,155,0.19
"48",2.35,6,0.00241,158,0.194
"49",2.4,6,0.00246,162,0.198
"50",2.45,6,0.00251,165,0.203
"51",2.5,7,0.00257,168,0.207
"52",2.55,7,0.00262,172,0.211
"53",2.6,7,0.00268,175,0.215
"54",2.65,7,0.00273,179,0.219
"55",2.7,7,0.00278,183,0.223
"56",2.75,7,0.00283,185,0.228
"57",2.8,7,0.00289,189,0.232
"58",2.85,7,0.00294,192,0.236
"59",2.9,8,0.00299,195,0.24
"60",2.95,8,0.00304,199,0.244
"61",3,8,0.0031,202,0.248
"62",3.05,8,0.00315,205,0.253
"63",3.1,8,0.0032,209,0.257
"64",3.15,8,0.00325,212,0.261
"65",3.2,8,0.00331,215,0.265
"66",3.25,8,0.00336,219,0.269
"67",3.3,9,0.00341,221,0.273
"68",3.35,9,0.00346,225,0.278
"69",3.4,9,0.00352,228,0.282
"70",3.45,9,0.00357,232,0.286
"71",3.5,9,0.00362,235,0.29
"72",3.55,9,0.00367,238,0.294
"73",3.6,9,0.00372,242,0.298
"74",3.65,9,0.00377,244,0.303
"75",3.7,10,0.00383,248,0.307
"76",3.75,10,0.00388,251,0.311
"77",3.8,10,0.00393,254,0.315
"78",3.85,10,0.00398,258,0.319
"79",3.9,10,0.00404,261,0.323
"80",3.95,10,0.00409,264,0.328
"81",4,10,0.00414,267,0.332
"82",4.05,10,0.0042,270,0.336
"83",4.1,11,0.00425,274,0.34
"84",4.15,11,0.0043,277,0.344
"85",4.2,11,0.00435,281,0.348
"86",4.25,11,0.00441,284,0.353
"87",4.3,11,0.00446,287,0.357
"88",4.35,11,0.00451,291,0.361
"89",4.4,11,0.00456,294,0.365
"90",4.45,11,0.00461,297,0.369
"91",4.5,12,0.00467,300,0.373
"92",4.55,12,0.00472,303,0.378
"93",4.6,12,0.00477,307,0.382
"94",4.65,12,0.00482,309,0.386
"95",4.7,12,0.00488,313,0.39
"96",4.75,12,0.00493,316,0.394
"97",4.8,12,0.00499,319,0.398
"98",4.85,13,0.00503,323,0.403
"99",4.9,13,0.00509,326,0.407
"100",4.95,13,0.00514,329,0.411
"101",5,13,0.00519,332,0.415
"102",5.05,13,0.00524,336,0.419
"103",5.1,13,0.0053,338,0.423
"104",5.15,13,0.00535,342,0.428
