"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,2e-05,1,0
"2",0.05,0,2e-05,1,0.003
"3",0.1,0,2e-05,1,0.007
"4",0.15,0,2e-05,1,0.011
"5",0.2,0,2e-05,1,0.015
"6",0.25,0,4e-05,3,0.019
"7",0.3,0,9e-05,5,0.024
"8",0.35,0,0.00015,8,0.028
"9",0.4,0,0.00021,11,0.032
"10",0.45,1,0.00026,14,0.036
"11",0.5,1,0.00032,16,0.04
"12",0.55,1,0.00037,19,0.044
"13",0.6,1,0.00043,22,0.048
"14",0.65,1,0.00049,24,0.053
"15",0.7,1,0.00055,27,0.057
"16",0.75,1,0.00061,30,0.061
"17",0.8,1,0.00067,33,0.065
"18",0.85,1,0.00072,36,0.069
"19",0.9,1,0.00079,38,0.073
"20",0.95,2,0.00085,41,0.078
"21",1,2,9e-04,44,0.082
"22",1.05,2,0.00096,46,0.086
"23",1.1,2,0.00102,49,0.09
"24",1.15,2,0.00108,52,0.094
"25",1.2,2,0.00113,54,0.098
"26",1.25,2,0.00119,57,0.103
"27",1.3,2,0.00125,60,0.107
"28",1.35,2,0.00131,62,0.111
"29",1.4,3,0.00136,65,0.115
"30",1.45,3,0.00142,68,0.119
"31",1.5,3,0.00147,70,0.123
"32",1.55,3,0.00153,72,0.128
"33",1.6,3,0.00159,75,0.132
"34",1.65,3,0.00164,78,0.136
"35",1.7,3,0.0017,81,0.14
"36",1.75,3,0.00176,83,0.144
"37",1.8,3,0.00181,86,0.148
"38",1.85,3,0.00187,89,0.153
"39",1.9,4,0.00193,91,0.157
"40",1.95,4,0.00198,93,0.161
"41",2,4,0.00204,96,0.165
"42",2.05,4,0.00209,99,0.169
"43",2.1,4,0.00215,101,0.173
"44",2.15,4,0.00221,104,0.178
"45",2.2,4,0.00226,106,0.182
"46",2.25,4,0.00232,109,0.186
"47",2.3,4,0.00238,111,0.19
"48",2.35,4,0.00243,114,0.194
"49",2.4,4,0.00248,116,0.198
"50",2.45,5,0.00254,119,0.203
"51",2.5,5,0.00259,121,0.207
"52",2.55,5,0.00265,124,0.211
"53",2.6,5,0.0027,126,0.215
"54",2.65,5,0.00276,129,0.219
"55",2.7,5,0.00281,132,0.223
"56",2.75,5,0.00287,134,0.228
"57",2.8,5,0.00292,136,0.232
"58",2.85,5,0.00298,139,0.236
"59",2.9,5,0.00303,142,0.24
"60",2.95,6,0.00308,144,0.244
"61",3,6,0.00314,146,0.248
"62",3.05,6,0.00319,149,0.253
"63",3.1,6,0.00325,152,0.257
"64",3.15,6,0.0033,154,0.261
"65",3.2,6,0.00335,156,0.265
"66",3.25,6,0.00341,159,0.269
"67",3.3,6,0.00346,162,0.273
"68",3.35,6,0.00352,164,0.278
"69",3.4,6,0.00357,166,0.282
"70",3.45,7,0.00362,169,0.286
"71",3.5,7,0.00368,172,0.29
"72",3.55,7,0.00374,174,0.294
"73",3.6,7,0.00379,177,0.298
"74",3.65,7,0.00385,179,0.303
"75",3.7,7,0.0039,182,0.307
"76",3.75,7,0.00395,184,0.311
"77",3.8,7,0.00401,187,0.315
"78",3.85,7,0.00406,189,0.319
"79",3.9,7,0.00412,191,0.323
"80",3.95,8,0.00417,194,0.328
"81",4,8,0.00422,197,0.332
"82",4.05,8,0.00428,199,0.336
"83",4.1,8,0.00433,201,0.34
"84",4.15,8,0.00439,204,0.344
"85",4.2,8,0.00444,206,0.348
"86",4.25,8,0.0045,209,0.353
"87",4.3,8,0.00455,211,0.357
"88",4.35,8,0.0046,213,0.361
"89",4.4,8,0.00466,216,0.365
"90",4.45,8,0.00471,219,0.369
"91",4.5,9,0.00477,221,0.373
"92",4.55,9,0.00482,223,0.378
"93",4.6,9,0.00487,226,0.382
"94",4.65,9,0.00493,228,0.386
"95",4.7,9,0.00498,231,0.39
"96",4.75,9,0.00504,233,0.394
"97",4.8,9,0.00509,236,0.398
"98",4.85,9,0.00514,238,0.403
"99",4.9,9,0.0052,240,0.407
"100",4.95,9,0.00525,243,0.411
"101",5,10,0.0053,246,0.415
"102",5.05,10,0.00536,248,0.419
"103",5.1,10,0.00542,250,0.423
"104",5.15,10,0.00547,253,0.428
"105",5.2,10,0.00552,255,0.432
"106",5.25,10,0.00558,258,0.436
"107",5.3,10,0.00563,260,0.44
"108",5.35,10,0.00569,262,0.444
"109",5.4,10,0.00574,265,0.448
"110",5.45,10,0.00579,267,0.453
"111",5.5,10,0.00585,270,0.457
"112",5.55,11,0.0059,272,0.461
"113",5.6,11,0.00596,274,0.465
"114",5.65,11,0.006,277,0.469
"115",5.7,11,0.00606,279,0.473
"116",5.75,11,0.00612,282,0.478
"117",5.8,11,0.00617,284,0.482
"118",5.85,11,0.00622,287,0.486
"119",5.9,11,0.00628,289,0.49
"120",5.95,11,0.00633,291,0.494
"121",6,11,0.00638,293,0.498
"122",6.05,11,0.00643,296,0.503
"123",6.1,12,0.00648,299,0.507
"124",6.15,12,0.00654,301,0.511
"125",6.2,12,0.00659,303,0.515
"126",6.25,12,0.00664,305,0.519
"127",6.3,12,0.0067,308,0.524
"128",6.35,12,0.00675,310,0.528
"129",6.4,12,0.00681,313,0.532
"130",6.45,12,0.00686,315,0.536
"131",6.5,12,0.00691,317,0.54
"132",6.55,12,0.00696,319,0.544
"133",6.6,12,0.00701,321,0.548
"134",6.65,13,0.00706,324,0.553
"135",6.7,13,0.00712,326,0.557
"136",6.75,13,0.00717,329,0.561
"137",6.8,13,0.00722,331,0.565
"138",6.85,13,0.00727,333,0.569
"139",6.9,13,0.00732,336,0.574
"140",6.95,13,0.00738,338,0.578
"141",7,13,0.00743,340,0.582
"142",7.05,13,0.00748,342,0.586
"143",7.1,13,0.00753,345,0.59
"144",7.15,13,0.00759,347,0.594
"145",7.2,14,0.00764,350,0.598
"146",7.25,14,0.00769,352,0.603
"147",7.3,14,0.00774,354,0.607
"148",7.35,14,0.0078,356,0.611
"149",7.4,14,0.00785,359,0.615
"150",7.45,14,0.0079,361,0.619
"151",7.5,14,0.00796,363,0.623
"152",7.55,14,0.00801,366,0.628
"153",7.6,14,0.00806,368,0.632
"154",7.65,14,0.00811,370,0.636
"155",7.7,14,0.00817,372,0.64
"156",7.75,15,0.00821,374,0.644
"157",7.8,15,0.00827,377,0.648
"158",7.85,15,0.00832,379,0.653
"159",7.9,15,0.00837,381,0.657
"160",7.95,15,0.00842,384,0.661
"161",8,15,0.00848,386,0.665
"162",8.05,15,0.00853,389,0.669
"163",8.1,15,0.00858,391,0.674
"164",8.15,15,0.00863,393,0.678
"165",8.2,15,0.00868,395,0.682
