"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,6e-05,4,0
"2",0.05,0,6e-05,4,0.002
"3",0.1,0,6e-05,4,0.007
"4",0.15,0,7e-05,5,0.011
"5",0.2,0,0.00013,7,0.015
"6",0.25,0,2e-04,9,0.019
"7",0.3,0,0.00026,12,0.023
"8",0.35,1,0.00033,15,0.027
"9",0.4,1,0.00039,17,0.032
"10",0.45,1,0.00045,19,0.036
"11",0.5,1,0.00052,21,0.04
"12",0.55,1,0.00057,24,0.044
"13",0.6,1,0.00064,27,0.048
"14",0.65,1,7e-04,29,0.052
"15",0.7,1,0.00075,32,0.057
"16",0.75,1,0.00082,34,0.061
"17",0.8,1,0.00088,36,0.065
"18",0.85,1,0.00094,38,0.069
"19",0.9,2,0.001,40,0.073
"20",0.95,2,0.00106,43,0.077
"21",1,2,0.00113,46,0.082
"22",1.05,2,0.00119,48,0.086
"23",1.1,2,0.00125,50,0.09
"24",1.15,2,0.00131,53,0.094
"25",1.2,2,0.00137,55,0.098
"26",1.25,2,0.00143,57,0.103
"27",1.3,2,0.00149,60,0.107
"28",1.35,2,0.00155,62,0.111
"29",1.4,2,0.00161,64,0.115
"30",1.45,3,0.00168,66,0.119
"31",1.5,3,0.00174,69,0.123
"32",1.55,3,0.00179,71,0.127
"33",1.6,3,0.00186,74,0.132
"34",1.65,3,0.00192,76,0.136
"35",1.7,3,0.00198,79,0.14
"36",1.75,3,0.00204,81,0.144
"37",1.8,3,0.0021,83,0.148
"38",1.85,3,0.00216,85,0.152
"39",1.9,3,0.00222,87,0.157
"40",1.95,3,0.00228,90,0.161
"41",2,4,0.00234,92,0.165
"42",2.05,4,0.0024,95,0.169
"43",2.1,4,0.00246,97,0.173
"44",2.15,4,0.00252,99,0.177
"45",2.2,4,0.00259,101,0.182
"46",2.25,4,0.00264,103,0.186
"47",2.3,4,0.00271,105,0.19
"48",2.35,4,0.00276,107,0.194
"49",2.4,4,0.00283,110,0.198
"50",2.45,4,0.00289,112,0.202
"51",2.5,4,0.00294,115,0.207
"52",2.55,5,0.003,117,0.211
"53",2.6,5,0.00306,119,0.215
"54",2.65,5,0.00312,121,0.219
"55",2.7,5,0.00318,123,0.223
"56",2.75,5,0.00324,126,0.227
"57",2.8,5,0.0033,128,0.232
"58",2.85,5,0.00336,130,0.236
"59",2.9,5,0.00341,132,0.24
"60",2.95,5,0.00348,134,0.244
"61",3,5,0.00353,137,0.248
"62",3.05,5,0.00359,139,0.253
"63",3.1,5,0.00364,141,0.257
"64",3.15,6,0.0037,143,0.261
"65",3.2,6,0.00376,145,0.265
"66",3.25,6,0.00382,148,0.269
"67",3.3,6,0.00387,150,0.273
"68",3.35,6,0.00393,152,0.277
"69",3.4,6,0.00399,154,0.282
"70",3.45,6,0.00405,156,0.286
"71",3.5,6,0.00411,158,0.29
"72",3.55,6,0.00417,160,0.294
"73",3.6,6,0.00422,162,0.298
"74",3.65,6,0.00428,164,0.303
"75",3.7,6,0.00434,166,0.307
"76",3.75,7,0.00439,168,0.311
"77",3.8,7,0.00445,171,0.315
"78",3.85,7,0.00451,173,0.319
"79",3.9,7,0.00457,175,0.323
"80",3.95,7,0.00462,177,0.327
"81",4,7,0.00468,179,0.332
"82",4.05,7,0.00474,181,0.336
"83",4.1,7,0.0048,184,0.34
"84",4.15,7,0.00486,186,0.344
"85",4.2,7,0.00491,189,0.348
"86",4.25,7,0.00497,190,0.353
"87",4.3,7,0.00503,193,0.357
"88",4.35,8,0.00509,195,0.361
"89",4.4,8,0.00515,197,0.365
"90",4.45,8,0.0052,199,0.369
"91",4.5,8,0.00526,201,0.373
"92",4.55,8,0.00532,203,0.377
"93",4.6,8,0.00538,205,0.382
"94",4.65,8,0.00543,207,0.386
"95",4.7,8,0.00549,209,0.39
"96",4.75,8,0.00554,211,0.394
"97",4.8,8,0.0056,213,0.398
"98",4.85,8,0.00565,215,0.403
"99",4.9,8,0.00569,217,0.407
"100",4.95,8,0.00575,219,0.411
"101",5,9,0.00581,221,0.415
"102",5.05,9,0.00586,223,0.419
"103",5.1,9,0.00592,225,0.423
"104",5.15,9,0.00598,228,0.427
"105",5.2,9,0.00604,230,0.432
"106",5.25,9,0.00609,232,0.436
"107",5.3,9,0.00614,234,0.44
"108",5.35,9,0.00621,236,0.444
"109",5.4,9,0.00626,238,0.448
"110",5.45,9,0.00632,240,0.453
"111",5.5,9,0.00637,242,0.457
"112",5.55,9,0.00643,244,0.461
"113",5.6,10,0.00649,246,0.465
"114",5.65,10,0.00654,248,0.469
"115",5.7,10,0.0066,250,0.473
"116",5.75,10,0.00666,252,0.477
"117",5.8,10,0.00671,254,0.482
"118",5.85,10,0.00676,256,0.486
"119",5.9,10,0.00682,258,0.49
"120",5.95,10,0.00687,260,0.494
"121",6,10,0.00693,262,0.498
"122",6.05,10,0.00699,264,0.502
"123",6.1,10,0.00705,266,0.507
"124",6.15,10,0.0071,268,0.511
"125",6.2,10,0.00716,270,0.515
"126",6.25,11,0.00722,272,0.519
"127",6.3,11,0.00728,275,0.523
"128",6.35,11,0.00733,277,0.528
"129",6.4,11,0.00739,279,0.532
"130",6.45,11,0.00745,281,0.536
"131",6.5,11,0.0075,283,0.54
"132",6.55,11,0.00756,285,0.544
"133",6.6,11,0.00761,287,0.548
"134",6.65,11,0.00767,289,0.553
"135",6.7,11,0.00773,291,0.557
"136",6.75,11,0.00778,293,0.561
"137",6.8,11,0.00784,295,0.565
"138",6.85,12,0.00789,297,0.569
"139",6.9,12,0.00795,299,0.573
"140",6.95,12,0.00801,301,0.577
"141",7,12,0.00806,303,0.582
"142",7.05,12,0.00812,305,0.586
"143",7.1,12,0.00817,307,0.59
"144",7.15,12,0.00823,309,0.594
"145",7.2,12,0.00828,311,0.598
"146",7.25,12,0.00834,313,0.602
"147",7.3,12,0.0084,315,0.607
"148",7.35,12,0.00845,317,0.611
"149",7.4,12,0.00851,319,0.615
"150",7.45,12,0.00856,321,0.619
"151",7.5,13,0.00862,323,0.623
"152",7.55,13,0.00868,325,0.628
"153",7.6,13,0.00873,326,0.632
"154",7.65,13,0.00879,328,0.636
"155",7.7,13,0.00884,330,0.64
"156",7.75,13,0.0089,332,0.644
"157",7.8,13,0.00896,334,0.648
"158",7.85,13,0.00901,336,0.653
"159",7.9,13,0.00907,338,0.657
"160",7.95,13,0.00912,340,0.661
"161",8,13,0.00918,342,0.665
"162",8.05,13,0.00923,344,0.669
"163",8.1,13,0.00929,346,0.673
"164",8.15,13,0.00934,348,0.677
"165",8.2,14,0.0094,350,0.682
"166",8.25,14,0.00946,352,0.686
"167",8.3,14,0.00952,354,0.69
"168",8.35,14,0.00957,355,0.694
"169",8.4,14,0.00963,357,0.698
"170",8.45,14,0.00968,359,0.702
"171",8.5,14,0.00974,361,0.707
"172",8.55,14,0.00979,363,0.711
"173",8.6,14,0.00985,365,0.715
"174",8.65,14,0.00991,367,0.719
"175",8.7,14,0.00996,368,0.723
"176",8.75,14,0.01001,370,0.728
"177",8.8,14,0.01007,372,0.732
"178",8.85,15,0.01013,374,0.736
"179",8.9,15,0.01018,376,0.74
"180",8.95,15,0.01024,378,0.744
"181",9,15,0.01029,380,0.748
"182",9.05,15,0.01035,381,0.753
"183",9.1,15,0.01041,383,0.757
"184",9.15,15,0.01046,385,0.761
"185",9.2,15,0.01051,387,0.765
"186",9.25,15,0.01057,389,0.769
"187",9.3,15,0.01063,391,0.773
"188",9.35,15,0.01068,393,0.777
"189",9.4,15,0.01074,394,0.782
"190",9.45,15,0.01079,396,0.786
"191",9.5,15,0.01085,398,0.79
"192",9.55,15,0.0109,399,0.794
"193",9.6,16,0.01096,401,0.798
"194",9.65,16,0.01102,403,0.802
"195",9.7,16,0.01107,405,0.807
"196",9.75,16,0.01113,407,0.811
"197",9.8,16,0.01118,408,0.815
"198",9.85,16,0.01123,410,0.819
"199",9.9,16,0.01129,411,0.823
"200",9.95,16,0.01135,413,0.828
"201",10,16,0.0114,415,0.832
"202",10.05,16,0.01146,417,0.836
"203",10.1,16,0.01152,418,0.84
"204",10.15,16,0.01157,420,0.844
"205",10.2,16,0.01163,422,0.848
"206",10.25,16,0.01168,423,0.852
"207",10.3,16,0.01174,425,0.857
"208",10.35,17,0.0118,427,0.861
"209",10.4,17,0.01186,428,0.865
"210",10.45,17,0.01192,430,0.869
"211",10.5,17,0.01198,432,0.873
"212",10.55,17,0.01204,433,0.877
"213",10.6,17,0.0121,435,0.882
"214",10.65,17,0.01215,436,0.886
"215",10.7,17,0.01221,438,0.89
"216",10.75,17,0.01227,440,0.894
"217",10.8,17,0.01233,441,0.898
"218",10.85,17,0.01239,442,0.903
"219",10.9,17,0.01245,444,0.907
