"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,7e-05,6,0
"2",0.05,0,7e-05,6,0.003
"3",0.1,0,7e-05,6,0.007
"4",0.15,0,8e-05,7,0.011
"5",0.2,0,0.00014,10,0.015
"6",0.25,1,2e-04,14,0.019
"7",0.3,1,0.00026,18,0.024
"8",0.35,1,0.00031,21,0.028
"9",0.4,1,0.00037,25,0.032
"10",0.45,1,0.00043,29,0.036
"11",0.5,1,0.00049,33,0.04
"12",0.55,1,0.00054,36,0.044
"13",0.6,2,6e-04,40,0.048
"14",0.65,2,0.00066,44,0.053
"15",0.7,2,0.00071,47,0.057
"16",0.75,2,0.00077,50,0.061
"17",0.8,2,0.00083,54,0.065
"18",0.85,2,0.00089,58,0.069
"19",0.9,2,0.00094,62,0.073
"20",0.95,3,0.001,65,0.078
"21",1,3,0.00106,68,0.082
"22",1.05,3,0.00111,72,0.086
"23",1.1,3,0.00116,76,0.09
"24",1.15,3,0.00122,79,0.094
"25",1.2,3,0.00128,83,0.098
"26",1.25,3,0.00133,87,0.103
"27",1.3,3,0.00139,90,0.107
"28",1.35,4,0.00144,94,0.111
"29",1.4,4,0.0015,97,0.115
"30",1.45,4,0.00155,101,0.119
"31",1.5,4,0.00161,104,0.123
"32",1.55,4,0.00166,107,0.128
"33",1.6,4,0.00172,111,0.132
"34",1.65,4,0.00177,115,0.136
"35",1.7,5,0.00182,118,0.14
"36",1.75,5,0.00187,121,0.144
"37",1.8,5,0.00192,125,0.148
"38",1.85,5,0.00198,128,0.153
"39",1.9,5,0.00203,132,0.157
"40",1.95,5,0.00209,135,0.161
"41",2,5,0.00214,138,0.165
"42",2.05,6,0.00219,142,0.169
"43",2.1,6,0.00224,145,0.173
"44",2.15,6,0.0023,149,0.178
"45",2.2,6,0.00235,152,0.182
"46",2.25,6,0.0024,156,0.186
"47",2.3,6,0.00245,158,0.19
"48",2.35,6,0.00251,162,0.194
"49",2.4,6,0.00256,165,0.198
"50",2.45,7,0.00262,169,0.203
"51",2.5,7,0.00267,172,0.207
"52",2.55,7,0.00273,176,0.211
"53",2.6,7,0.00278,179,0.215
"54",2.65,7,0.00283,183,0.219
"55",2.7,7,0.00289,186,0.223
"56",2.75,7,0.00295,189,0.228
"57",2.8,7,0.003,193,0.232
"58",2.85,8,0.00306,196,0.236
"59",2.9,8,0.00312,199,0.24
"60",2.95,8,0.00317,203,0.244
"61",3,8,0.00323,207,0.248
"62",3.05,8,0.00329,210,0.253
"63",3.1,8,0.00334,213,0.257
"64",3.15,8,0.00339,217,0.261
"65",3.2,9,0.00345,220,0.265
"66",3.25,9,0.00351,223,0.269
"67",3.3,9,0.00356,227,0.273
"68",3.35,9,0.00362,230,0.278
"69",3.4,9,0.00367,234,0.282
"70",3.45,9,0.00372,237,0.286
"71",3.5,9,0.00378,240,0.29
"72",3.55,9,0.00383,244,0.294
"73",3.6,10,0.00389,247,0.298
"74",3.65,10,0.00394,250,0.303
"75",3.7,10,0.004,254,0.307
"76",3.75,10,0.00405,257,0.311
"77",3.8,10,0.0041,260,0.315
"78",3.85,10,0.00416,263,0.319
"79",3.9,10,0.00421,266,0.323
"80",3.95,10,0.00426,270,0.328
"81",4,11,0.00432,273,0.332
"82",4.05,11,0.00437,277,0.336
"83",4.1,11,0.00443,280,0.34
"84",4.15,11,0.00449,283,0.344
"85",4.2,11,0.00454,287,0.348
"86",4.25,11,0.00459,290,0.353
"87",4.3,11,0.00465,293,0.357
"88",4.35,11,0.0047,296,0.361
"89",4.4,12,0.00476,299,0.365
"90",4.45,12,0.00481,302,0.369
"91",4.5,12,0.00486,305,0.373
"92",4.55,12,0.00491,309,0.378
"93",4.6,12,0.00496,312,0.382
"94",4.65,12,0.00502,315,0.386
"95",4.7,12,0.00507,318,0.39
"96",4.75,12,0.00513,321,0.394
"97",4.8,13,0.00518,325,0.398
"98",4.85,13,0.00523,328,0.403
"99",4.9,13,0.00529,331,0.407
"100",4.95,13,0.00534,334,0.411
"101",5,13,0.0054,338,0.415
"102",5.05,13,0.00545,341,0.419
"103",5.1,13,0.0055,344,0.423
"104",5.15,13,0.00556,347,0.428
"105",5.2,14,0.00561,350,0.432
"106",5.25,14,0.00567,354,0.436
"107",5.3,14,0.00572,357,0.44
"108",5.35,14,0.00577,360,0.444
"109",5.4,14,0.00583,363,0.448
"110",5.45,14,0.00588,366,0.453
"111",5.5,14,0.00594,370,0.457
"112",5.55,14,0.00599,372,0.461
"113",5.6,15,0.00604,376,0.465
"114",5.65,15,0.0061,379,0.469
"115",5.7,15,0.00615,382,0.473
"116",5.75,15,0.00621,385,0.478
"117",5.8,15,0.00626,389,0.482
"118",5.85,15,0.00631,391,0.486
"119",5.9,15,0.00637,395,0.49
"120",5.95,15,0.00642,398,0.494
"121",6,16,0.00647,401,0.498
"122",6.05,16,0.00653,404,0.503
"123",6.1,16,0.00658,407,0.507
"124",6.15,16,0.00663,410,0.511
"125",6.2,16,0.00669,413,0.515
"126",6.25,16,0.00674,417,0.519
"127",6.3,16,0.00679,419,0.524
"128",6.35,16,0.00685,423,0.528
"129",6.4,17,0.0069,426,0.532
"130",6.45,17,0.00695,429,0.536
"131",6.5,17,0.007,432,0.54
"132",6.55,17,0.00705,435,0.544
"133",6.6,17,0.00711,438,0.548
"134",6.65,17,0.00716,441,0.553
"135",6.7,17,0.00721,444,0.557
"136",6.75,17,0.00726,447,0.561
"137",6.8,17,0.00732,450,0.565
"138",6.85,18,0.00737,454,0.569
"139",6.9,18,0.00743,457,0.574
"140",6.95,18,0.00748,460,0.578
"141",7,18,0.00753,463,0.582
"142",7.05,18,0.00759,466,0.586
"143",7.1,18,0.00764,469,0.59
"144",7.15,18,0.0077,472,0.594
"145",7.2,18,0.00775,475,0.598
"146",7.25,19,0.0078,478,0.603
"147",7.3,19,0.00786,481,0.607
"148",7.35,19,0.00791,484,0.611
"149",7.4,19,0.00796,487,0.615
"150",7.45,19,0.00802,491,0.619
"151",7.5,19,0.00807,493,0.623
"152",7.55,19,0.00812,496,0.628
"153",7.6,19,0.00817,499,0.632
"154",7.65,19,0.00823,503,0.636
"155",7.7,20,0.00828,505,0.64
"156",7.75,20,0.00834,508,0.644
"157",7.8,20,0.00839,511,0.648
"158",7.85,20,0.00844,514,0.653
"159",7.9,20,0.0085,517,0.657
"160",7.95,20,0.00855,520,0.661
"161",8,20,0.00861,523,0.665
"162",8.05,20,0.00866,527,0.669
"163",8.1,21,0.00871,530,0.674
"164",8.15,21,0.00877,533,0.678
"165",8.2,21,0.00882,536,0.682
"166",8.25,21,0.00887,538,0.686
"167",8.3,21,0.00892,541,0.69
"168",8.35,21,0.00897,544,0.694
"169",8.4,21,0.00902,547,0.698
"170",8.45,21,0.00908,550,0.703
"171",8.5,21,0.00913,553,0.707
"172",8.55,22,0.00918,556,0.711
"173",8.6,22,0.00924,559,0.715
"174",8.65,22,0.00929,562,0.719
"175",8.7,22,0.00934,564,0.723
"176",8.75,22,0.00939,568,0.728
"177",8.8,22,0.00945,570,0.732
"178",8.85,22,0.0095,574,0.736
"179",8.9,22,0.00956,576,0.74
"180",8.95,22,0.00961,579,0.744
"181",9,23,0.00966,583,0.748
"182",9.05,23,0.00972,585,0.753
"183",9.1,23,0.00977,589,0.757
"184",9.15,23,0.00983,591,0.761
"185",9.2,23,0.00988,594,0.765
"186",9.25,23,0.00993,597,0.769
"187",9.3,23,0.00998,600,0.774
"188",9.35,23,0.01003,603,0.778
"189",9.4,23,0.01009,605,0.782
"190",9.45,24,0.01014,608,0.786
"191",9.5,24,0.01019,611,0.79
"192",9.55,24,0.01024,614,0.794
"193",9.6,24,0.0103,617,0.798
"194",9.65,24,0.01035,619,0.803
"195",9.7,24,0.01041,622,0.807
"196",9.75,24,0.01046,625,0.811
"197",9.8,24,0.01051,628,0.815
"198",9.85,24,0.01057,632,0.819
"199",9.9,25,0.01062,634,0.823
"200",9.95,25,0.01067,637,0.828
"201",10,25,0.01073,640,0.832
"202",10.05,25,0.01078,643,0.836
"203",10.1,25,0.01084,646,0.84
"204",10.15,25,0.01089,648,0.844
"205",10.2,25,0.01094,652,0.848
"206",10.25,25,0.011,654,0.853
"207",10.3,25,0.01105,657,0.857
"208",10.35,26,0.0111,660,0.861
"209",10.4,26,0.01116,662,0.865
"210",10.45,26,0.01121,666,0.869
"211",10.5,26,0.01126,668,0.874
"212",10.55,26,0.01131,670,0.878
"213",10.6,26,0.01136,674,0.882
"214",10.65,26,0.01142,677,0.886
"215",10.7,26,0.01146,679,0.89
