"","Time_sec","Tensile_Stress_MPa","Strain_m","Load_N","Extension_mm"
"1",0,0,0,4,0
"2",0.05,0,0,5,0.002
"3",0.1,0,0,5,0.007
"4",0.15,0,0,5,0.011
"5",0.2,0,0,5,0.015
"6",0.25,0,2e-05,5,0.019
"7",0.3,0,7e-05,8,0.023
"8",0.35,0,0.00013,11,0.027
"9",0.4,1,0.00019,15,0.032
"10",0.45,1,0.00025,18,0.036
"11",0.5,1,0.00031,21,0.04
"12",0.55,1,0.00037,24,0.044
"13",0.6,1,0.00043,28,0.048
"14",0.65,1,0.00049,31,0.052
"15",0.7,1,0.00055,34,0.057
"16",0.75,1,0.00061,38,0.061
"17",0.8,2,0.00067,41,0.065
"18",0.85,2,0.00073,44,0.069
"19",0.9,2,0.00079,48,0.073
"20",0.95,2,0.00085,51,0.077
"21",1,2,0.00091,54,0.082
"22",1.05,2,0.00098,58,0.086
"23",1.1,2,0.00104,61,0.09
"24",1.15,2,0.0011,64,0.094
"25",1.2,3,0.00116,68,0.098
"26",1.25,3,0.00122,71,0.103
"27",1.3,3,0.00129,74,0.107
"28",1.35,3,0.00135,78,0.111
"29",1.4,3,0.00141,81,0.115
"30",1.45,3,0.00147,85,0.119
"31",1.5,3,0.00154,88,0.123
"32",1.55,4,0.0016,91,0.127
"33",1.6,4,0.00166,95,0.132
"34",1.65,4,0.00172,98,0.136
"35",1.7,4,0.00178,101,0.14
"36",1.75,4,0.00184,105,0.144
"37",1.8,4,0.00191,108,0.148
"38",1.85,4,0.00197,111,0.152
"39",1.9,4,0.00203,115,0.157
"40",1.95,5,0.00209,118,0.161
"41",2,5,0.00215,122,0.165
"42",2.05,5,0.00221,125,0.169
"43",2.1,5,0.00227,128,0.173
"44",2.15,5,0.00233,132,0.177
"45",2.2,5,0.00239,134,0.182
"46",2.25,5,0.00245,138,0.186
"47",2.3,5,0.00251,141,0.19
"48",2.35,6,0.00256,144,0.194
"49",2.4,6,0.00262,148,0.198
"50",2.45,6,0.00267,150,0.202
"51",2.5,6,0.00273,153,0.207
"52",2.55,6,0.00279,156,0.211
"53",2.6,6,0.00285,160,0.215
"54",2.65,6,0.0029,163,0.219
"55",2.7,6,0.00296,166,0.223
"56",2.75,7,0.00302,170,0.227
"57",2.8,7,0.00308,172,0.232
"58",2.85,7,0.00314,176,0.236
"59",2.9,7,0.00321,179,0.24
"60",2.95,7,0.00327,183,0.244
"61",3,7,0.00333,186,0.248
"62",3.05,7,0.00339,189,0.253
"63",3.1,7,0.00345,193,0.257
"64",3.15,8,0.00351,196,0.261
"65",3.2,8,0.00357,199,0.265
"66",3.25,8,0.00363,202,0.269
"67",3.3,8,0.00369,205,0.273
"68",3.35,8,0.00375,209,0.277
"69",3.4,8,0.00381,212,0.282
"70",3.45,8,0.00387,215,0.286
"71",3.5,8,0.00393,218,0.29
"72",3.55,9,0.00399,221,0.294
"73",3.6,9,0.00405,225,0.298
"74",3.65,9,0.00411,228,0.303
"75",3.7,9,0.00417,231,0.307
"76",3.75,9,0.00423,234,0.311
"77",3.8,9,0.00429,238,0.315
"78",3.85,9,0.00434,241,0.319
"79",3.9,9,0.00441,244,0.323
"80",3.95,10,0.00447,247,0.327
"81",4,10,0.00453,250,0.332
"82",4.05,10,0.00459,254,0.336
"83",4.1,10,0.00465,257,0.34
"84",4.15,10,0.00471,260,0.344
"85",4.2,10,0.00477,263,0.348
"86",4.25,10,0.00482,266,0.353
"87",4.3,10,0.00488,270,0.357
"88",4.35,11,0.00494,272,0.361
"89",4.4,11,0.005,276,0.365
"90",4.45,11,0.00506,279,0.369
"91",4.5,11,0.00512,282,0.373
"92",4.55,11,0.00518,285,0.377
"93",4.6,11,0.00523,288,0.382
"94",4.65,11,0.0053,291,0.386
"95",4.7,11,0.00535,295,0.39
"96",4.75,12,0.00541,298,0.394
"97",4.8,12,0.00548,301,0.398
"98",4.85,12,0.00553,304,0.403
"99",4.9,12,0.00559,307,0.407
"100",4.95,12,0.00565,310,0.411
"101",5,12,0.00571,313,0.415
"102",5.05,12,0.00577,317,0.419
"103",5.1,12,0.00583,319,0.423
"104",5.15,13,0.00589,323,0.427
"105",5.2,13,0.00596,326,0.432
"106",5.25,13,0.00601,330,0.436
"107",5.3,13,0.00608,332,0.44
"108",5.35,13,0.00614,336,0.444
"109",5.4,13,0.0062,339,0.448
"110",5.45,13,0.00626,342,0.453
"111",5.5,13,0.00632,345,0.457
"112",5.55,13,0.00637,348,0.461
"113",5.6,14,0.00643,351,0.465
"114",5.65,14,0.0065,354,0.469
"115",5.7,14,0.00656,357,0.473
"116",5.75,14,0.00662,360,0.477
"117",5.8,14,0.00668,364,0.482
"118",5.85,14,0.00674,366,0.486
"119",5.9,14,0.0068,370,0.49
"120",5.95,14,0.00686,373,0.494
"121",6,15,0.00692,376,0.498
"122",6.05,15,0.00698,379,0.502
"123",6.1,15,0.00704,382,0.507
"124",6.15,15,0.0071,385,0.511
"125",6.2,15,0.00716,388,0.515
"126",6.25,15,0.00722,391,0.519
"127",6.3,15,0.00728,395,0.523
"128",6.35,15,0.00734,397,0.527
"129",6.4,15,0.0074,400,0.532
"130",6.45,16,0.00746,403,0.536
"131",6.5,16,0.00752,406,0.54
"132",6.55,16,0.00758,409,0.544
"133",6.6,16,0.00764,412,0.548
"134",6.65,16,0.0077,415,0.553
"135",6.7,16,0.00776,418,0.557
"136",6.75,16,0.00782,421,0.561
"137",6.8,16,0.00788,424,0.565
"138",6.85,17,0.00794,428,0.569
"139",6.9,17,0.00801,430,0.573
"140",6.95,17,0.00807,434,0.577
"141",7,17,0.00813,436,0.582
"142",7.05,17,0.00819,439,0.586
"143",7.1,17,0.00825,442,0.59
"144",7.15,17,0.00831,446,0.594
"145",7.2,17,0.00837,448,0.598
"146",7.25,17,0.00843,451,0.602
"147",7.3,18,0.0085,454,0.607
"148",7.35,18,0.00856,457,0.611
"149",7.4,18,0.00862,460,0.615
"150",7.45,18,0.00868,463,0.619
"151",7.5,18,0.00875,466,0.623
"152",7.55,18,0.00881,469,0.627
"153",7.6,18,0.00887,472,0.632
"154",7.65,18,0.00893,475,0.636
"155",7.7,19,0.009,478,0.64
"156",7.75,19,0.00906,481,0.644
"157",7.8,19,0.00912,484,0.648
"158",7.85,19,0.00918,487,0.653
"159",7.9,19,0.00925,490,0.657
"160",7.95,19,0.00931,493,0.661
"161",8,19,0.00937,496,0.665
"162",8.05,19,0.00943,499,0.669
"163",8.1,19,0.0095,501,0.673
"164",8.15,20,0.00956,504,0.677
"165",8.2,20,0.00962,507,0.682
"166",8.25,20,0.00968,510,0.686
"167",8.3,20,0.00974,513,0.69
"168",8.35,20,0.0098,515,0.694
"169",8.4,20,0.00987,519,0.698
"170",8.45,20,0.00993,521,0.702
"171",8.5,20,0.00999,524,0.707
"172",8.55,20,0.01005,528,0.711
"173",8.6,21,0.01012,530,0.715
"174",8.65,21,0.01018,533,0.719
"175",8.7,21,0.01024,536,0.723
"176",8.75,21,0.0103,538,0.727
"177",8.8,21,0.01036,542,0.732
"178",8.85,21,0.01043,544,0.736
"179",8.9,21,0.01049,547,0.74
"180",8.95,21,0.01055,550,0.744
"181",9,21,0.01061,553,0.748
"182",9.05,22,0.01068,556,0.753
"183",9.1,22,0.01074,558,0.757
"184",9.15,22,0.0108,561,0.761
"185",9.2,22,0.01087,564,0.765
"186",9.25,22,0.01093,566,0.769
"187",9.3,22,0.01099,569,0.773
"188",9.35,22,0.01105,572,0.777
"189",9.4,22,0.01112,575,0.782
"190",9.45,22,0.01118,578,0.786
"191",9.5,22,0.01124,581,0.79
"192",9.55,23,0.01131,583,0.794
"193",9.6,23,0.01137,586,0.798
"194",9.65,23,0.01143,589,0.802
"195",9.7,23,0.01149,592,0.807
"196",9.75,23,0.01156,595,0.811
"197",9.8,23,0.01162,597,0.815
